----------------------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
      5,      50.0,      9.35,   1805.80,     1.46014,      83.660,          1.335
      5,      50.0,      9.92,   1701.62,     1.37340,      78.690,          1.417
      5,      50.0,      9.92,   1701.62,     1.37340,      78.690,          1.417
      5,      50.0,      9.92,   1701.62,     1.37340,      78.690,          1.417
      5,      50.0,      9.92,   1701.62,     1.37340,      78.690,          1.417
      5,      50.0,      9.42,   1790.68,     1.35213,      77.471,          1.346
      5,      50.0,      9.42,   1790.68,     1.35213,      77.471,          1.346
      5,      50.0,      9.53,   1770.42,     1.35213,      77.471,          1.362
      5,      50.0,      9.71,   1738.00,     1.37340,      78.690,          1.387
      5,      50.0,      9.53,   1771.34,     1.27934,      73.301,          1.361
      5,      50.0,      9.36,   1803.56,     1.27934,      73.301,          1.337
      5,      50.0,      9.83,   1716.58,     1.35213,      77.471,          1.404
      5,      50.0,      9.53,   1770.29,     1.24905,      71.565,          1.362
      5,      50.0,      9.66,   1746.94,     1.24905,      71.565,          1.380
      5,      50.0,      9.84,   1715.36,     1.27934,      73.301,          1.405
      5,      50.0,     10.28,   1640.59,     1.27934,      73.301,          1.469
      5,      50.0,      9.67,   1745.23,     1.24905,      71.565,          1.381
      5,      50.0,      9.34,   1806.05,     1.24905,      71.565,          1.335
      5,      50.0,     10.19,   1655.54,     1.15257,      66.038,          1.456
      5,      50.0,      9.56,   1765.02,     1.24905,      71.565,          1.366
      5,      50.0,     10.07,   1675.05,     1.06370,      60.945,          1.439
      5,      50.0,     10.30,   1638.70,     1.06370,      60.945,          1.471
      5,      50.0,      9.86,   1710.27,     1.01220,      57.995,          1.409
      5,      50.0,      9.79,   1723.18,     0.92730,      53.130,          1.399
      5,      50.0,      9.79,   1723.18,     0.92730,      53.130,          1.399
      5,      50.0,      9.66,   1746.03,     1.01220,      57.995,          1.380
      5,      50.0,      9.66,   1746.03,     0.86217,      49.399,          1.380
      5,      50.0,      9.91,   1702.21,     0.78540,      45.000,          1.416
      5,      50.0,      9.96,   1693.62,     0.70863,      40.601,          1.423
      5,      50.0,      9.96,   1693.62,     0.70863,      40.601,          1.423
      5,      50.0,     10.06,   1677.02,     0.55860,      32.005,          1.438
      5,      50.0,     10.06,   1677.02,     0.64350,      36.870,          1.438
      5,      50.0,      9.79,   1723.57,     0.50710,      29.055,          1.399
      5,      50.0,     10.08,   1674.62,     0.41822,      23.963,          1.440
      5,      50.0,      9.97,   1693.01,     0.50710,      29.055,          1.424
      5,      50.0,      9.63,   1752.58,     0.55860,      32.005,          1.376
      5,      50.0,      9.53,   1770.68,     0.41822,      23.963,          1.362
      5,      50.0,      9.85,   1713.94,     0.41822,      23.963,          1.407
      5,      50.0,      9.85,   1713.94,     0.41822,      23.963,          1.407
      5,      50.0,      9.85,   1714.15,     0.41822,      23.963,          1.407
      5,      50.0,      9.99,   1690.36,     0.41822,      23.963,          1.427
      5,      50.0,      9.49,   1780.03,     0.32175,      18.435,          1.355
      5,      50.0,      9.96,   1694.86,     0.29146,      16.699,          1.423
      5,      50.0,      9.82,   1720.64,     0.32175,      18.435,          1.402
      5,      50.0,      9.22,   1832.18,     0.21867,      12.529,          1.317
      5,      50.0,      9.29,   1819.18,     0.11066,       6.340,          1.327
      5,      50.0,      7.50,   2249.38,     0.40489,      23.199,          1.072
      5,      50.0,     11.26,   1498.47,    -0.46365,     -26.565,          1.608
      5,      50.0,     16.62,   1017.87,     0.82885,      47.490,          2.375
      5,      50.0,     16.29,   1038.60,     0.78540,      45.000,          2.327
      5,      50.0,     16.27,   1038.88,     0.78540,      45.000,          2.324
      5,      50.0,     16.27,   1038.49,     0.78540,      45.000,          2.324
      5,      50.0,     15.92,   1061.09,     0.78540,      45.000,          2.275
      5,      50.0,     15.96,   1058.50,     0.68573,      39.289,          2.280
      5,      50.0,     15.60,   1082.77,     0.73782,      42.274,          2.228
      5,      50.0,     14.66,   1151.76,     0.52807,      30.256,          2.094
      5,      50.0,     13.74,   1228.68,     0.49935,      28.610,          1.963
      5,      50.0,     12.33,   1374.96,    -0.41822,     -23.963,          1.762
      5,      50.0,     12.47,   1360.65,    -0.24498,     -14.036,          1.781
      5,      50.0,     11.69,   1451.19,    -0.24498,     -14.036,          1.670
      5,      50.0,     11.89,   1426.54,    -0.12435,      -7.125,          1.699
      5,      50.0,     13.32,   1271.41,     0.00000,       0.000,          1.903
      5,      50.0,     13.37,   1266.48,     0.11066,       6.340,          1.910
      5,      50.0,     13.05,   1297.60,     0.12435,       7.125,          1.864
      5,      50.0,     13.28,   1275.70,     0.11066,       6.340,          1.897
      5,      50.0,     13.02,   1301.10,     0.12435,       7.125,          1.860
      5,      50.0,     13.02,   1300.96,     0.00000,       0.000,          1.860
      5,      50.0,     13.26,   1276.71,     0.00000,       0.000,          1.894
      5,      50.0,     13.58,   1245.76,     0.09967,       5.711,          1.941
      5,      50.0,      8.16,   2075.27,    -0.32175,     -18.435,          1.166
      5,      50.0,     14.32,   1180.71,     0.17985,      10.305,          2.046
      5,      50.0,     13.16,   1284.84,     0.09967,       5.711,          1.881
      5,      50.0,     14.40,   1176.04,     0.08314,       4.764,          2.057
      5,      50.0,     13.84,   1223.48,     0.16515,       9.462,          1.978
      5,      50.0,     14.41,   1176.18,     0.24498,      14.036,          2.058
      5,      50.0,     13.65,   1242.17,     0.17985,      10.305,          1.950
      5,      50.0,     13.80,   1228.83,     0.24498,      14.036,          1.971
      5,      50.0,     14.18,   1196.13,     0.32175,      18.435,          2.026
      5,      50.0,     13.62,   1245.14,     0.34877,      19.983,          1.946
      5,      50.0,     13.10,   1294.79,     0.26625,      15.255,          1.872
      5,      50.0,     13.51,   1255.29,     0.29146,      16.699,          1.931
      5,      50.0,     10.52,   1620.27,     1.48766,      85.236,          1.503
      5,      50.0,     10.80,   1582.47,     1.30454,      74.745,          1.543
      5,      50.0,     11.28,   1515.35,     1.32582,      75.964,          1.612
      5,      50.0,     15.28,   1108.43,     1.03038,      59.036,          2.183
      5,      50.0,     11.41,   1498.90,     1.22203,      70.017,          1.630
      5,      50.0,     15.66,   1081.26,     0.91510,      52.431,          2.237
      5,      50.0,     11.11,   1538.80,     1.10715,      63.435,          1.587
      5,      50.0,     15.06,   1124.24,     0.91510,      52.431,          2.151
      5,      50.0,     14.71,   1150.55,     0.92730,      53.130,          2.102
      5,      50.0,     10.67,   1600.74,     1.10715,      63.435,          1.525
      5,      50.0,     15.22,   1112.26,     0.96525,      55.305,          2.174
      5,      50.0,     14.86,   1139.38,     1.01914,      58.393,          2.122
      5,      50.0,     15.12,   1119.40,     0.96525,      55.305,          2.160
      5,      50.0,     14.80,   1143.30,     0.98279,      56.310,          2.114
      5,      50.0,     14.53,   1163.83,     0.92730,      53.130,          2.076
      5,      50.0,     13.76,   1227.16,     0.92730,      53.130,          1.966
      5,      50.0,     13.81,   1222.23,     0.88507,      50.711,          1.974
      5,      50.0,     13.99,   1206.90,     0.94200,      53.973,          1.998
      5,      50.0,     14.27,   1182.96,     0.88507,      50.711,          2.038
      5,      50.0,     14.02,   1203.06,     0.94200,      53.973,          2.003
      5,      50.0,     14.94,   1128.79,     0.83298,      47.726,          2.135
      5,      50.0,     15.62,   1079.91,     0.87606,      50.194,          2.232
      5,      50.0,     15.96,   1057.17,     0.65570,      37.569,          2.279
      5,      50.0,     17.17,    982.42,     0.62025,      35.538,          2.453
      5,      50.0,     12.04,   1407.90,     0.84415,      48.367,          1.720
      5,      50.0,     18.55,    909.45,     0.58800,      33.690,          2.650
      5,      50.0,     10.76,   1579.86,     0.26625,      15.255,          1.538
      5,      50.0,     19.05,    885.64,     0.48690,      27.897,          2.721
      5,      50.0,     11.11,   1543.38,     0.34877,      19.983,          1.587
      5,      50.0,     13.50,   1256.66,     0.73282,      41.987,          1.928
      5,      50.0,     10.80,   1565.48,     0.19740,      11.310,          1.543
      5,      50.0,     10.76,   1580.56,     0.29146,      16.699,          1.537
      5,      50.0,     18.80,    897.39,     0.51239,      29.358,          2.685
      5,      50.0,     14.81,   1139.05,     1.63736,      93.814,          2.116
      5,      50.0,     19.58,    861.50,     0.48690,      27.897,          2.797
      5,      50.0,     22.04,    765.61,     0.50284,      28.811,          3.148
      5,      50.0,     23.19,    727.62,     0.54042,      30.964,          3.313
      5,      50.0,     17.57,    960.22,     1.67567,      96.009,          2.510
      5,      50.0,     23.68,    712.70,     0.55431,      31.760,          3.383
      5,      50.0,     14.62,   1155.03,     0.21109,      12.095,          2.089
      5,      50.0,     18.61,    906.89,     1.67567,      96.009,          2.658
      5,      50.0,     24.49,    689.54,     0.62025,      35.538,          3.499
      5,      50.0,     14.74,   1145.44,     0.26060,      14.931,          2.106
      5,      50.0,     19.74,    854.87,     1.76819,     101.310,          2.820
      5,      50.0,     25.68,    658.10,     0.62880,      36.027,          3.668
      5,      50.0,     15.34,   1100.78,     0.34302,      19.654,          2.191
      5,      50.0,     14.77,   1162.67,     0.43241,      24.775,          2.111
      5,      50.0,     15.23,   1115.58,     0.40489,      23.199,          2.176
      5,      50.0,     19.92,    847.11,     1.75902,     100.784,          2.846
      5,      50.0,     18.84,    898.72,     0.93805,      53.746,          2.691
      5,      50.0,     26.64,    634.54,     0.70863,      40.601,          3.806
      5,      50.0,     16.37,   1045.80,     0.73782,      42.274,          2.339
      5,      50.0,     16.62,   1015.81,     0.38051,      21.801,          2.375
      5,      50.0,     15.78,   1076.71,     0.46365,      26.565,          2.254
      5,      50.0,     20.58,    820.42,     1.86225,     106.699,          2.939
      5,      50.0,     27.32,    619.25,     0.75976,      43.531,          3.903
      5,      50.0,     17.44,    974.07,     0.48996,      28.073,          2.492
      5,      50.0,     17.04,   1005.85,     0.74195,      42.510,          2.435
      5,      50.0,     17.48,    965.58,     0.41241,      23.629,          2.498
      5,      50.0,     15.96,   1076.86,     0.55165,      31.608,          2.280
      5,      50.0,     21.85,    772.40,     1.89255,     108.435,          3.122
      5,      50.0,     20.60,    820.72,     1.02225,      58.570,          2.943
      5,      50.0,     30.16,    562.46,     0.87606,      50.194,          4.309
      5,      50.0,     18.57,    908.78,     0.51239,      29.358,          2.653
      5,      50.0,     18.76,    915.24,     0.86217,      49.399,          2.680
      5,      50.0,     18.45,    943.71,     0.70226,      40.236,          2.635
      5,      50.0,     18.73,    906.67,     0.63275,      36.254,          2.676
      5,      50.0,     23.65,    714.10,     1.95912,     112.249,          3.379
      5,      50.0,     22.73,    742.96,     1.03038,      59.036,          3.247
      5,      50.0,     32.34,    525.12,     0.91510,      52.431,          4.619
      5,      50.0,     18.90,    892.76,     0.51239,      29.358,          2.701
      5,      50.0,     19.22,    893.94,     0.86217,      49.399,          2.745
      5,      50.0,     18.74,    906.54,     0.66597,      38.157,          2.677
      5,      50.0,     18.57,    925.67,     0.70863,      40.601,          2.653
      5,      50.0,     19.11,    912.15,     0.82538,      47.291,          2.730
      5,      50.0,     24.30,    695.34,     1.98092,     113.499,          3.472
      5,      50.0,     24.10,    700.63,     1.05165,      60.255,          3.443
      5,      50.0,     34.67,    490.84,     0.80500,      46.123,          4.953
      5,      50.0,     21.27,    808.21,     0.91795,      52.595,          3.038
      5,      50.0,     20.68,    820.93,     0.54855,      31.430,          2.955
      5,      50.0,     20.47,    824.36,     0.46365,      26.565,          2.924
      5,      50.0,     20.62,    847.46,     0.68232,      39.094,          2.945
      5,      50.0,     20.52,    838.84,     0.60229,      34.509,          2.932
      5,      50.0,     20.38,    831.63,     0.86217,      49.399,          2.911
      5,      50.0,     22.42,    765.64,     0.72298,      41.424,          3.203
      5,      50.0,     21.49,    790.44,     0.42285,      24.228,          3.070
      5,      50.0,     22.05,    794.64,     0.58800,      33.690,          3.150
      5,      50.0,     23.37,    734.16,     0.60005,      34.380,          3.339
      5,      50.0,     22.93,    765.44,     0.50284,      28.811,          3.276
      5,      50.0,     22.06,    784.71,     0.42285,      24.228,          3.152
      5,      50.0,     24.10,    712.04,     0.51915,      29.745,          3.443
      5,      50.0,     24.05,    730.95,     0.44442,      25.463,          3.436
      5,      50.0,     22.48,    772.21,     0.32175,      18.435,          3.211
      5,      50.0,     22.78,    746.52,     0.30805,      17.650,          3.254
      5,      50.0,     25.28,    678.49,     0.49935,      28.610,          3.611
      5,      50.0,     24.68,    712.83,     0.33474,      19.179,          3.526
      5,      50.0,     23.56,    738.20,     0.30805,      17.650,          3.366
      5,      50.0,     23.54,    722.99,     0.21406,      12.265,          3.362
      5,      50.0,     41.28,    410.81,     0.45278,      25.942,          5.897
      5,      50.0,     25.84,    674.74,     0.27301,      15.642,          3.691
      5,      50.0,     25.35,    676.25,     0.38832,      22.249,          3.621
      5,      50.0,     25.15,    700.13,     0.28379,      16.260,          3.593
      5,      50.0,     24.34,    699.38,     0.12435,       7.125,          3.477
      5,      50.0,     42.29,    400.88,     0.35877,      20.556,          6.041
      5,      50.0,     25.66,    686.06,     0.24498,      14.036,          3.666
      5,      50.0,     25.38,    665.12,     0.48089,      27.553,          3.626
      5,      50.0,     25.78,    664.15,     0.32175,      18.435,          3.683
      5,      50.0,     25.32,    689.61,     0.15866,       9.090,          3.616
      5,      50.0,     24.75,    687.73,     0.11943,       6.843,          3.536
      5,      50.0,     32.09,    530.58,     0.54566,      31.264,          4.584
      5,      50.0,     45.39,    373.32,     0.34302,      19.654,          6.484
      5,      50.0,     34.24,    498.66,     0.51555,      29.539,          4.892
      5,      50.0,     26.00,    648.77,     0.00000,       0.000,          3.714
      5,      50.0,     27.73,    632.52,     0.11066,       6.340,          3.961
      5,      50.0,     26.32,    647.58,     0.03844,       2.203,          3.760
      5,      50.0,     27.43,    619.09,     0.47952,      27.474,          3.918
      5,      50.0,     27.83,    615.26,     0.29850,      17.103,          3.976
      5,      50.0,     27.18,    649.43,     0.18311,      10.491,          3.883
      5,      50.0,     27.12,    622.29,     0.41451,      23.750,          3.874
      5,      50.0,     33.91,    502.05,     1.45369,      83.290,          4.844
      5,      50.0,     46.66,    362.97,     0.32175,      18.435,          6.665
      5,      50.0,     35.00,    488.82,     0.45066,      25.821,          5.000
      5,      50.0,     28.34,    604.61,     0.28806,      16.504,          4.048
      5,      50.0,     26.78,    629.83,    -0.03702,      -2.121,          3.826
      5,      50.0,     27.81,    613.73,     0.07131,       4.086,          3.973
      5,      50.0,     28.05,    630.93,     0.18311,      10.491,          4.007
      5,      50.0,     27.86,    605.74,     0.38051,      21.801,          3.980
      5,      50.0,     27.79,    611.36,     0.44752,      25.641,          3.971
      5,      50.0,     27.80,    632.38,     0.11066,       6.340,          3.971
      5,      50.0,     34.81,    489.05,     1.42890,      81.870,          4.973
      5,      50.0,     47.13,    359.04,     0.31521,      18.060,          6.733
      5,      50.0,     36.01,    476.05,     0.45145,      25.866,          5.144
      5,      50.0,     27.02,    624.41,    -0.03702,      -2.121,          3.860
      5,      50.0,     29.03,    612.81,     0.17671,      10.125,          4.147
      5,      50.0,     28.32,    603.57,     0.10308,       5.906,          4.045
      5,      50.0,     29.30,    585.95,     0.24498,      14.036,          4.186
      5,      50.0,     28.80,    586.05,     0.38688,      22.166,          4.115
      5,      50.0,     28.72,    591.37,     0.41822,      23.963,          4.103
      5,      50.0,     28.23,    625.76,     0.07131,       4.086,          4.033
      5,      50.0,     35.51,    478.98,     1.42890,      81.870,          5.073
      5,      50.0,     47.45,    356.79,     0.29544,      16.928,          6.779
      5,      50.0,     36.14,    474.06,     0.47570,      27.255,          5.163
      5,      50.0,     27.78,    607.23,    -0.03570,      -2.045,          3.969
      5,      50.0,     29.01,    609.01,     0.09967,       5.711,          4.144
      5,      50.0,     27.85,    614.06,     0.06886,       3.945,          3.978
      5,      50.0,     30.03,    592.93,     0.16515,       9.462,          4.290
      5,      50.0,     29.44,    573.37,     0.34302,      19.654,          4.206
      5,      50.0,     28.70,    591.81,     0.41822,      23.963,          4.100
      5,      50.0,     36.29,    468.92,     1.42890,      81.870,          5.184
      5,      50.0,     47.44,    357.10,     0.31521,      18.060,          6.776
      5,      50.0,     36.39,    470.56,     0.47570,      27.255,          5.199
      5,      50.0,     28.85,    592.39,     0.06886,       3.945,          4.121
      5,      50.0,     29.92,    595.62,     0.17074,       9.782,          4.274
      5,      50.0,     30.37,    565.62,     0.30092,      17.241,          4.339
      5,      50.0,     29.28,    603.26,     0.13707,       7.853,          4.183
      5,      50.0,     29.63,    569.76,     0.37433,      21.448,          4.232
      5,      50.0,     29.56,    574.61,     0.44872,      25.710,          4.223
      5,      50.0,     28.01,    602.27,    -0.03447,      -1.975,          4.001
      5,      50.0,     35.73,    476.41,     1.45700,      83.480,          5.105
      5,      50.0,     47.91,    353.72,     0.33474,      19.179,          6.845
      5,      50.0,     36.82,    464.63,     0.49935,      28.610,          5.260
      5,      50.0,     28.01,    602.26,     0.00000,       0.000,          4.001
      5,      50.0,     27.89,    612.23,     0.07131,       4.086,          3.984
      5,      50.0,     29.62,    569.92,     0.38688,      22.166,          4.231
      5,      50.0,     29.42,    583.63,     0.27830,      15.945,          4.202
      5,      50.0,     29.72,    598.48,     0.20402,      11.689,          4.246
      5,      50.0,     29.20,    581.87,     0.47835,      27.408,          4.172
      5,      50.0,     29.08,    606.59,     0.10308,       5.906,          4.154
      5,      50.0,     35.46,    480.30,     1.48529,      85.101,          5.065
      5,      50.0,     47.64,    355.99,     0.36120,      20.695,          6.805
      5,      50.0,     35.95,    475.23,     0.51239,      29.358,          5.135
      5,      50.0,     28.29,    621.80,     0.10308,       5.906,          4.042
      5,      50.0,     27.51,    613.18,     0.00000,       0.000,          3.930
      5,      50.0,     27.62,    617.70,     0.10674,       6.116,          3.945
      5,      50.0,     28.53,    595.41,     0.46365,      26.565,          4.075
      5,      50.0,     28.64,    619.57,     0.21109,      12.095,          4.091
      5,      50.0,     28.31,    606.12,     0.28806,      16.504,          4.044
      5,      50.0,     28.51,    592.05,     0.35471,      20.323,          4.073
      5,      50.0,     34.87,    488.42,     1.51372,      86.730,          4.981
      5,      50.0,     45.92,    369.33,     0.37649,      21.571,          6.560
      5,      50.0,     35.42,    481.69,     0.52607,      30.141,          5.059
      5,      50.0,     27.84,    616.12,     0.33324,      19.094,          3.977
      5,      50.0,     27.27,    644.23,     0.18311,      10.491,          3.895
      5,      50.0,     27.01,    624.55,     0.00000,       0.000,          3.858
      5,      50.0,     27.40,    619.51,     0.47952,      27.474,          3.914
      5,      50.0,     27.17,    627.97,     0.11066,       6.340,          3.881
      5,      50.0,     27.89,    634.98,     0.25367,      14.534,          3.985
      5,      50.0,     28.31,    596.30,     0.43241,      24.775,          4.044
      5,      50.0,     34.33,    495.94,     1.51204,      86.634,          4.904
      5,      50.0,     43.55,    389.43,     0.37207,      21.318,          6.221
      5,      50.0,     33.37,    510.43,     0.55549,      31.827,          4.767
      5,      50.0,     26.20,    667.29,     0.15265,       8.746,          3.743
      5,      50.0,     25.53,    660.74,     0.07677,       4.399,          3.647
      5,      50.0,     26.96,    628.93,     0.52807,      30.256,          3.852
      5,      50.0,     25.46,    669.14,     0.11943,       6.843,          3.637
      5,      50.0,     26.41,    648.72,     0.30970,      17.745,          3.773
      5,      50.0,     26.28,    670.53,     0.23554,      13.496,          3.754
      5,      50.0,     26.08,    647.16,     0.48089,      27.553,          3.726
      5,      50.0,     32.55,    522.53,     1.54050,      88.264,          4.651
      5,      50.0,     41.57,    407.98,     0.38051,      21.801,          5.938
      5,      50.0,     31.65,    537.50,     0.53496,      30.651,          4.521
      5,      50.0,     25.42,    666.81,     0.54679,      31.329,          3.631
      5,      50.0,     26.11,    655.20,     0.30970,      17.745,          3.730
      5,      50.0,     25.01,    697.15,     0.19740,      11.310,          3.572
      5,      50.0,     24.02,    702.23,     0.04164,       2.386,          3.432
      5,      50.0,     24.76,    687.42,     0.11943,       6.843,          3.536
      5,      50.0,     25.98,    676.12,     0.23554,      13.496,          3.711
      5,      50.0,     24.71,    683.04,     0.44611,      25.560,          3.531
      5,      50.0,     31.54,    538.94,     1.50637,      86.309,          4.506
      5,      50.0,     39.99,    423.86,     0.40815,      23.385,          5.712
      5,      50.0,     29.42,    577.81,     0.54042,      30.964,          4.203
      5,      50.0,     24.06,    710.22,     0.33474,      19.179,          3.438
      5,      50.0,     23.85,    709.91,     0.55431,      31.760,          3.408
      5,      50.0,     22.98,    740.09,     0.12970,       7.431,          3.284
      5,      50.0,     24.05,    701.97,     0.42663,      24.444,          3.435
      5,      50.0,     23.55,    738.15,     0.21406,      12.265,          3.364
      5,      50.0,     24.20,    723.67,     0.29544,      16.928,          3.457
      5,      50.0,     23.02,    732.72,     0.04345,       2.490,          3.289
      5,      50.0,     30.01,    566.04,     1.53748,      88.091,          4.287
      5,      50.0,     37.89,    447.20,     0.37089,      21.251,          5.413
      5,      50.0,     28.73,    591.13,     0.52807,      30.256,          4.105
      5,      50.0,     22.16,    782.12,     0.18822,      10.784,          3.166
      5,      50.0,     22.06,    764.76,     0.04345,       2.490,          3.151
      5,      50.0,     21.79,    780.07,     0.13553,       7.765,          3.113
      5,      50.0,     22.76,    744.00,     0.57638,      33.024,          3.251
      5,      50.0,     22.48,    759.91,     0.38051,      21.801,          3.211
      5,      50.0,     22.96,    760.50,     0.27830,      15.945,          3.279
      5,      50.0,     22.82,    739.77,     0.48448,      27.759,          3.260
      5,      50.0,     28.26,    600.59,     1.53510,      87.955,          4.038
      5,      50.0,     35.47,    477.45,     0.37527,      21.501,          5.067
      5,      50.0,     26.51,    640.08,     0.52807,      30.256,          3.787
      5,      50.0,     21.37,    791.78,     0.52480,      30.069,          3.053
      5,      50.0,     21.50,    789.98,     0.13553,       7.765,          3.072
      5,      50.0,     21.22,    803.87,     0.33667,      19.290,          3.032
      5,      50.0,     21.06,    801.00,     0.09495,       5.440,          3.008
      5,      50.0,     21.04,    826.95,     0.29146,      16.699,          3.005
      5,      50.0,     21.18,    816.19,     0.18822,      10.784,          3.026
      5,      50.0,     21.70,    778.01,     0.46365,      26.565,          3.100
      5,      50.0,     27.01,    628.07,     1.53378,      87.879,          3.858
      5,      50.0,     34.27,    493.71,     0.42419,      24.305,          4.896
      5,      50.0,     26.00,    652.53,     0.56673,      32.471,          3.715
      5,      50.0,     20.57,    820.37,     0.46365,      26.565,          2.939
      5,      50.0,     20.07,    842.69,     0.57430,      32.905,          2.867
      5,      50.0,     19.79,    852.20,     0.04996,       2.862,          2.828
      5,      50.0,     19.45,    872.73,     0.14889,       8.531,          2.779
      5,      50.0,     19.97,    853.22,     0.39852,      22.834,          2.853
      5,      50.0,     20.24,    856.88,     0.30588,      17.526,          2.892
      5,      50.0,     20.02,    861.46,     0.19740,      11.310,          2.860
      5,      50.0,     25.51,    664.57,     1.53082,      87.709,          3.644
      5,      50.0,     31.72,    533.31,     0.42142,      24.146,          4.531
      5,      50.0,     19.14,    883.26,     0.53172,      30.466,          2.734
      5,      50.0,     19.03,    886.62,     0.05258,       3.013,          2.718
      5,      50.0,     19.31,    881.47,     0.37089,      21.251,          2.759
      5,      50.0,     18.64,    924.41,     0.16515,       9.462,          2.662
      5,      50.0,     18.74,    905.41,     0.16515,       9.462,          2.677
      5,      50.0,     19.26,    876.53,     0.41822,      23.963,          2.751
      5,      50.0,     19.18,    902.25,     0.20750,      11.889,          2.739
      5,      50.0,     24.28,    698.78,     0.57638,      33.024,          3.468
      5,      50.0,     24.26,    698.18,     1.57080,      90.000,          3.465
      5,      50.0,     28.89,    585.06,     0.41822,      23.963,          4.127
      5,      50.0,     22.13,    765.97,     0.56332,      32.276,          3.162
      5,      50.0,     17.53,    962.37,     0.05550,       3.180,          2.504
      5,      50.0,     18.14,    931.86,     0.53172,      30.466,          2.591
      5,      50.0,     17.42,    976.31,     0.33929,      19.440,          2.488
      5,      50.0,     16.82,   1003.77,     0.38051,      21.801,          2.402
      5,      50.0,     16.91,   1003.13,     0.17467,      10.008,          2.415
      5,      50.0,     17.73,    972.57,     0.30288,      17.354,          2.533
      5,      50.0,     17.36,    989.30,     0.16515,       9.462,          2.481
      5,      50.0,     22.02,    768.38,     1.52537,      87.398,          3.146
      5,      50.0,     26.93,    627.56,     0.38051,      21.801,          3.847
      5,      50.0,     16.27,   1036.67,     0.06242,       3.576,          2.325
      5,      50.0,     16.14,   1046.58,     0.46365,      26.565,          2.306
      5,      50.0,     16.45,   1033.04,     0.32175,      18.435,          2.351
      5,      50.0,     16.46,   1045.55,     0.24498,      14.036,          2.351
      5,      50.0,     16.39,   1046.67,     0.18535,      10.620,          2.341
      5,      50.0,     15.92,   1065.23,     0.12435,       7.125,          2.274
      5,      50.0,     16.10,   1048.18,     0.46365,      26.565,          2.300
      5,      50.0,     21.10,    803.43,     0.54855,      31.430,          3.014
      5,      50.0,     20.77,    814.43,     1.52321,      87.274,          2.967
      5,      50.0,     25.87,    653.05,     0.42976,      24.624,          3.696
      5,      50.0,     15.35,   1118.73,     0.26060,      14.931,          2.194
      5,      50.0,     15.53,   1086.11,     0.06657,       3.814,          2.219
      5,      50.0,     15.01,   1140.74,     0.19740,      11.310,          2.144
      5,      50.0,     14.72,   1150.87,     0.13255,       7.595,          2.103
      5,      50.0,     15.51,   1095.11,     0.34302,      19.654,          2.216
      5,      50.0,     15.44,   1093.53,     0.51915,      29.745,          2.206
      5,      50.0,     15.11,   1117.17,     0.40489,      23.199,          2.158
      5,      50.0,     19.91,    850.81,     0.60229,      34.509,          2.844
      5,      50.0,     19.26,    878.17,     1.57080,      90.000,          2.751
      5,      50.0,     25.08,    673.63,     0.41013,      23.499,          3.583
      5,      50.0,     14.52,   1162.00,     0.00000,       0.000,          2.074
      5,      50.0,     14.26,   1202.69,     0.27830,      15.945,          2.037
      5,      50.0,     14.72,   1152.92,     0.34302,      19.654,          2.103
      5,      50.0,     14.32,   1193.66,     0.21109,      12.095,          2.045
      5,      50.0,     15.11,   1116.81,     0.46365,      26.565,          2.159
      5,      50.0,     14.76,   1143.72,     0.49394,      28.301,          2.109
      5,      50.0,     14.64,   1156.92,     0.13255,       7.595,          2.091
      5,      50.0,     18.95,    893.21,     0.55860,      32.005,          2.708
      5,      50.0,     18.51,    913.21,     1.51530,      86.820,          2.645
      5,      50.0,     24.43,    691.48,     0.38832,      22.249,          3.490
      5,      50.0,     18.19,    930.91,     0.58800,      33.690,          2.598
      5,      50.0,     14.02,   1203.39,     0.07677,       4.399,          2.003
      5,      50.0,     13.79,   1229.81,     0.36717,      21.038,          1.971
      5,      50.0,     14.24,   1185.62,     0.52807,      30.256,          2.035
      5,      50.0,     14.08,   1216.11,     0.29850,      17.103,          2.012
      5,      50.0,     14.03,   1217.03,     0.14190,       8.130,          2.004
      5,      50.0,     13.94,   1214.60,     0.21109,      12.095,          1.991
      5,      50.0,     13.42,   1257.92,     0.46365,      26.565,          1.917
      5,      50.0,     17.77,    951.18,     1.51530,      86.820,          2.539
      5,      50.0,     22.98,    734.82,     0.38832,      22.249,          3.283
      5,      50.0,     17.41,    971.96,     0.54042,      30.964,          2.488
      5,      50.0,     13.28,   1270.36,     0.00000,       0.000,          1.897
      5,      50.0,     13.15,   1286.85,     0.15265,       8.746,          1.879
      5,      50.0,     13.30,   1286.39,     0.29850,      17.103,          1.900
      5,      50.0,     13.67,   1234.80,     0.49394,      28.301,          1.953
      5,      50.0,     13.25,   1288.34,     0.15265,       8.746,          1.892
      5,      50.0,     13.42,   1257.92,     0.46365,      26.565,          1.917
      5,      50.0,     13.29,   1275.57,     0.36717,      21.038,          1.899
      5,      50.0,     17.51,    964.96,     1.51204,      86.634,          2.502
      5,      50.0,     22.20,    760.63,     0.42285,      24.228,          3.171
      5,      50.0,     12.52,   1347.42,     0.08314,       4.764,          1.789
      5,      50.0,     12.46,   1358.05,     0.24498,      14.036,          1.780
      5,      50.0,     13.12,   1286.30,     0.52807,      30.256,          1.875
