----------------------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
      5,      50.0,     12.97,   1300.90,     0.46365,      26.565,          1.853
      5,      50.0,     12.68,   1347.59,     0.22680,      12.995,          1.812
      5,      50.0,     12.56,   1357.49,     0.16515,       9.462,          1.794
      5,      50.0,     17.00,    995.63,     0.57134,      32.735,          2.428
      5,      50.0,     16.26,   1039.17,     1.57080,      90.000,          2.323
      5,      50.0,     21.22,    795.63,     0.38051,      21.801,          3.032
      5,      50.0,     12.30,   1371.57,     0.00000,       0.000,          1.757
      5,      50.0,     12.37,   1381.04,     0.24498,      14.036,          1.767
      5,      50.0,     12.32,   1373.32,     0.16515,       9.462,          1.760
      5,      50.0,     12.20,   1383.96,     0.46365,      26.565,          1.742
      5,      50.0,     12.53,   1346.79,     0.49935,      28.610,          1.790
      5,      50.0,     12.50,   1356.18,     0.32175,      18.435,          1.786
      5,      50.0,     16.23,   1042.55,     0.57134,      32.735,          2.318
      5,      50.0,     16.03,   1053.85,     1.50423,      86.186,          2.290
      5,      50.0,     20.62,    818.42,     0.42285,      24.228,          2.946
      5,      50.0,     11.89,   1437.26,     0.24498,      14.036,          1.698
      5,      50.0,     12.08,   1411.41,     0.24498,      14.036,          1.725
      5,      50.0,     11.70,   1448.42,     0.34877,      19.983,          1.672
      5,      50.0,     12.20,   1383.35,     0.49935,      28.610,          1.743
      5,      50.0,     11.78,   1431.87,     0.08314,       4.764,          1.683
      5,      50.0,     15.96,   1060.20,     0.51915,      29.745,          2.280
      5,      50.0,     15.27,   1105.56,     1.50423,      86.186,          2.182
      5,      50.0,     20.11,    839.37,     0.35299,      20.225,          2.872
      5,      50.0,     15.26,   1108.85,     0.55165,      31.608,          2.181
      5,      50.0,     12.02,   1403.52,     0.00000,       0.000,          1.717
      5,      50.0,     11.89,   1424.10,     0.08314,       4.764,          1.698
      5,      50.0,     11.91,   1434.80,     0.24498,      14.036,          1.701
      5,      50.0,     11.97,   1410.33,     0.42663,      24.444,          1.710
      5,      50.0,     12.20,   1383.08,     0.42663,      24.444,          1.743
      5,      50.0,     14.83,   1138.66,     1.57080,      90.000,          2.118
      5,      50.0,     12.04,   1408.62,     0.32175,      18.435,          1.719
      5,      50.0,     20.29,    831.53,     0.35299,      20.225,          2.899
      5,      50.0,     11.52,   1464.29,     0.09066,       5.194,          1.646
      5,      50.0,     11.53,   1463.93,     0.46365,      26.565,          1.647
      5,      50.0,     11.78,   1447.64,     0.17985,      10.305,          1.683
      5,      50.0,     11.54,   1467.01,     0.09066,       5.194,          1.649
      5,      50.0,     11.55,   1479.29,     0.34877,      19.983,          1.650
      5,      50.0,     11.70,   1448.85,     0.34877,      19.983,          1.672
      5,      50.0,     15.27,   1108.48,     0.51915,      29.745,          2.182
      5,      50.0,     15.02,   1124.11,     1.50423,      86.186,          2.145
      5,      50.0,     11.63,   1451.41,     0.42663,      24.444,          1.662
      5,      50.0,     19.64,    858.96,     0.37089,      21.251,          2.806
      5,      50.0,     11.52,   1464.52,     0.09066,       5.194,          1.646
      5,      50.0,     10.90,   1564.27,     0.17985,      10.305,          1.557
      5,      50.0,     11.11,   1538.85,     0.17985,      10.305,          1.587
      5,      50.0,     11.11,   1523.86,     0.09066,       5.194,          1.588
      5,      50.0,     11.11,   1520.25,     0.46365,      26.565,          1.587
      5,      50.0,     14.93,   1134.34,     0.55165,      31.608,          2.133
      5,      50.0,     14.52,   1162.65,     1.49949,      85.914,          2.074
      5,      50.0,     19.46,    866.89,     0.32175,      18.435,          2.780
      5,      50.0,     11.26,   1498.51,     0.09066,       5.194,          1.609
      5,      50.0,     11.20,   1506.02,     0.42663,      24.444,          1.600
      5,      50.0,     11.18,   1525.19,     0.17985,      10.305,          1.597
      5,      50.0,     10.99,   1554.36,     0.17985,      10.305,          1.570
      5,      50.0,     14.59,   1161.01,     0.55165,      31.608,          2.084
      5,      50.0,     14.55,   1159.74,     1.50423,      86.186,          2.079
      5,      50.0,     19.00,    888.10,     0.32175,      18.435,          2.714
      5,      50.0,     11.18,   1525.19,     0.17985,      10.305,          1.597
      5,      50.0,     11.05,   1533.58,     0.09066,       5.194,          1.578
      5,      50.0,     11.00,   1534.11,     0.00000,       0.000,          1.571
      5,      50.0,     10.62,   1608.51,     0.29146,      16.699,          1.517
      5,      50.0,     10.86,   1553.93,     0.46365,      26.565,          1.551
      5,      50.0,     14.33,   1182.17,     0.49394,      28.301,          2.047
      5,      50.0,     13.80,   1223.26,     1.41815,      81.254,          1.971
      5,      50.0,     18.85,    895.04,     0.37089,      21.251,          2.693
      5,      50.0,     10.50,   1607.17,     0.00000,       0.000,          1.500
      5,      50.0,     10.57,   1602.12,     0.00000,       0.000,          1.510
      5,      50.0,     10.41,   1637.89,     0.17985,      10.305,          1.487
      5,      50.0,     14.67,   1154.23,     0.49394,      28.301,          2.096
      5,      50.0,     13.54,   1246.60,     1.49402,      85.601,          1.934
      5,      50.0,     18.53,    910.52,     0.33929,      19.440,          2.647
      5,      50.0,     10.55,   1605.52,     0.09066,       5.194,          1.507
      5,      50.0,     11.00,   1534.11,     0.00000,       0.000,          1.571
      5,      50.0,     13.89,   1218.97,     0.52807,      30.256,          1.985
      5,      50.0,     13.52,   1248.31,     1.49402,      85.601,          1.931
      5,      50.0,     10.64,   1586.52,     0.41822,      23.963,          1.520
      5,      50.0,     18.21,    926.59,     0.39061,      22.380,          2.601
      5,      50.0,     10.26,   1644.37,     0.00000,       0.000,          1.466
      5,      50.0,     10.62,   1594.41,     0.09066,       5.194,          1.517
      5,      50.0,     10.41,   1621.37,     0.46365,      26.565,          1.486
      5,      50.0,     10.90,   1562.95,     0.09066,       5.194,          1.557
      5,      50.0,     10.64,   1586.32,     0.38051,      21.801,          1.520
      5,      50.0,     10.28,   1648.44,     0.38051,      21.801,          1.469
      5,      50.0,     13.56,   1248.86,     0.52807,      30.256,          1.937
      5,      50.0,     17.09,    987.19,     0.35877,      20.556,          2.441
      5,      50.0,      9.76,   1728.59,     0.00000,       0.000,          1.395
      5,      50.0,     13.33,   1270.81,     0.46365,      26.565,          1.904
      5,      50.0,     10.34,   1637.60,     0.09066,       5.194,          1.477
      5,      50.0,      9.53,   1771.44,     0.09967,       5.711,          1.361
      5,      50.0,     12.88,   1314.58,     0.49935,      28.610,          1.840
      5,      50.0,     12.76,   1322.44,     1.57080,      90.000,          1.823
      5,      50.0,     17.28,    976.47,     0.35877,      20.556,          2.468
      5,      50.0,      9.53,   1771.09,     0.41822,      23.963,          1.362
      5,      50.0,      9.67,   1752.57,     0.32175,      18.435,          1.381
      5,      50.0,     12.28,   1374.05,     1.48766,      85.236,          1.754
      5,      50.0,     16.62,   1014.92,     0.35877,      20.556,          2.375
      5,      50.0,      9.29,   1815.34,     0.55860,      32.005,          1.328
      5,      50.0,      9.49,   1786.01,     0.32175,      18.435,          1.355
      5,      50.0,     12.70,   1332.39,     0.49935,      28.610,          1.815
      5,      50.0,     17.09,    987.22,     0.35877,      20.556,          2.441
      5,      50.0,      9.06,   1878.52,     0.11066,       6.340,          1.294
      5,      50.0,     12.44,   1360.27,     0.49935,      28.610,          1.777
      5,      50.0,     12.02,   1403.72,     1.57080,      90.000,          1.717
      5,      50.0,      9.55,   1771.43,     0.11066,       6.340,          1.365
      5,      50.0,     16.62,   1014.97,     0.38051,      21.801,          2.375
      5,      50.0,     12.88,   1313.63,     0.46365,      26.565,          1.840
      5,      50.0,     12.54,   1345.59,     1.65394,      94.764,          1.791
      5,      50.0,     16.62,   1014.97,     0.38051,      21.801,          2.375
      5,      50.0,      9.00,   1874.73,     0.00000,       0.000,          1.286
      5,      50.0,     11.76,   1438.77,     0.54042,      30.964,          1.680
      5,      50.0,      9.29,   1821.05,     0.00000,       0.000,          1.327
      5,      50.0,     16.16,   1044.26,     0.38051,      21.801,          2.308
      5,      50.0,     11.78,   1432.28,     1.48766,      85.236,          1.683
      5,      50.0,      9.53,   1771.16,     0.11066,       6.340,          1.361
      5,      50.0,      9.35,   1809.95,     0.09967,       5.711,          1.335
      5,      50.0,     15.52,   1087.29,     0.38051,      21.801,          2.217
      5,      50.0,      8.85,   1920.40,     0.12435,       7.125,          1.264
      5,      50.0,      8.94,   1887.08,     0.46365,      26.565,          1.278
      5,      50.0,     11.54,   1461.89,     1.48014,      84.806,          1.649
      5,      50.0,     11.53,   1467.42,     0.46365,      26.565,          1.647
      5,      50.0,     15.37,   1097.49,     0.40489,      23.199,          2.196
      5,      50.0,      8.50,   1984.01,     0.51915,      29.745,          1.215
      5,      50.0,     11.66,   1450.37,     0.54042,      30.964,          1.666
      5,      50.0,     11.28,   1495.50,     1.48014,      84.806,          1.612
      5,      50.0,     15.19,   1110.36,     0.34302,      19.654,          2.171
      5,      50.0,     11.18,   1512.52,     0.46365,      26.565,          1.597
      5,      50.0,     11.02,   1530.83,     1.48014,      84.806,          1.575
      5,      50.0,     15.19,   1110.36,     0.40489,      23.199,          2.171
      5,      50.0,     11.43,   1480.05,     0.54042,      30.964,          1.632
      5,      50.0,     14.72,   1145.86,     0.34302,      19.654,          2.103
      5,      50.0,     11.66,   1450.06,     0.54042,      30.964,          1.666
      5,      50.0,      8.94,   1887.08,     0.46365,      26.565,          1.278
      5,      50.0,     14.45,   1167.60,     0.36717,      21.038,          2.064
      5,      50.0,     11.02,   1530.83,     1.48014,      84.806,          1.575
      5,      50.0,     14.59,   1156.57,     0.43241,      24.775,          2.084
      5,      50.0,      8.06,   2092.43,     0.51915,      29.745,          1.152
      5,      50.0,     11.24,   1504.59,     0.54042,      30.964,          1.606
      5,      50.0,     10.79,   1564.38,     1.48014,      84.806,          1.541
      5,      50.0,     14.26,   1182.99,     0.43241,      24.775,          2.037
