= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,     12.26,   1059.59,     0.00000,          2.452
      5,      38.5,     12.50,   1039.35,     0.00000,          2.500
      5,      38.5,     12.52,   1037.62,     0.00000,          2.504
      5,      38.5,     12.28,   1057.87,     0.00000,          2.456
      5,      38.5,     11.52,   1127.50,     0.00000,          2.304
      5,      38.5,     12.06,   1076.88,     0.16515,          2.412
      5,      38.5,     11.78,   1102.49,     0.08314,          2.356
      5,      38.5,     12.06,   1076.88,     0.16515,          2.412
      5,      38.5,     12.04,   1079.00,     0.08314,          2.408
      5,      38.5,     12.04,   1079.19,     0.08314,          2.408
      5,      38.5,     12.04,   1078.79,     0.08314,          2.408
      5,      38.5,     11.61,   1119.01,     0.16515,          2.322
      5,      38.5,     12.46,   1042.16,     0.15265,          2.493
      5,      38.5,     12.66,   1026.01,     0.16515,          2.532
      5,      38.5,     12.95,   1002.72,     0.22680,          2.591
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     12.46,   1042.12,     0.16515,          2.493
      5,      38.5,     12.66,   1026.01,     0.15265,          2.532
      5,      38.5,     11.97,   1085.07,     0.24498,          2.394
      5,      38.5,     11.97,   1085.09,     0.16515,          2.394
      5,      38.5,     12.46,   1042.16,     0.16515,          2.493
      5,      38.5,     12.46,   1042.16,     0.16515,          2.493
      5,      38.5,     12.46,   1042.16,     0.16515,          2.493
      5,      38.5,     12.46,   1042.16,     0.16515,          2.493
      5,      38.5,     11.97,   1085.09,     0.24498,          2.394
      5,      38.5,     11.97,   1085.09,     0.16515,          2.394
      5,      38.5,     11.97,   1085.09,     0.16515,          2.394
      5,      38.5,     11.67,   1112.72,     0.17985,          2.335
      5,      38.5,     11.67,   1112.72,     0.17985,          2.335
      5,      38.5,     11.98,   1084.61,     0.16515,          2.395
      5,      38.5,     12.27,   1058.72,     0.24498,          2.454
      5,      38.5,     12.27,   1058.76,     0.24498,          2.453
      5,      38.5,     12.56,   1033.98,     0.24498,          2.512
      5,      38.5,     11.97,   1085.06,     0.16515,          2.394
      5,      38.5,     11.97,   1085.06,     0.16515,          2.394
      5,      38.5,     11.97,   1085.06,     0.16515,          2.394
      5,      38.5,     11.78,   1102.64,     0.17985,          2.356
      5,      38.5,     11.97,   1085.06,     0.16515,          2.394
      5,      38.5,     11.59,   1120.81,     0.24498,          2.318
      5,      38.5,     12.39,   1048.01,     0.15265,          2.479
      5,      38.5,     12.56,   1033.99,     0.22680,          2.512
      5,      38.5,     12.37,   1050.06,     0.24498,          2.474
      5,      38.5,     12.37,   1050.06,     0.24498,          2.474
      5,      38.5,     12.37,   1050.06,     0.24498,          2.474
      5,      38.5,     12.39,   1048.33,     0.22680,          2.478
      5,      38.5,     11.59,   1120.81,     0.24498,          2.318
      5,      38.5,     11.78,   1102.64,     0.24498,          2.356
      5,      38.5,     12.10,   1073.77,     0.17985,          2.419
      5,      38.5,     12.39,   1048.33,     0.16515,          2.478
      5,      38.5,     12.39,   1048.33,     0.26625,          2.478
      5,      38.5,     12.37,   1050.04,     0.24498,          2.474
      5,      38.5,     11.72,   1108.28,     0.24498,          2.344
      5,      38.5,     12.34,   1052.28,     0.24498,          2.469
      5,      38.5,     12.03,   1079.55,     0.32175,          2.406
      5,      38.5,     12.34,   1052.28,     0.32175,          2.469
      5,      38.5,     12.20,   1064.84,     0.26625,          2.439
      5,      38.5,     12.18,   1066.65,     0.34877,          2.435
      5,      38.5,     12.18,   1066.63,     0.32175,          2.435
      5,      38.5,     12.18,   1066.63,     0.32175,          2.435
      5,      38.5,     12.36,   1050.90,     0.34877,          2.472
      5,      38.5,     12.18,   1066.63,     0.34877,          2.435
      5,      38.5,     12.36,   1050.90,     0.39479,          2.472
      5,      38.5,     12.68,   1024.07,     0.39479,          2.537
      5,      38.5,     12.54,   1035.64,     0.42663,          2.508
      5,      38.5,     12.56,   1034.29,     0.32175,          2.512
      5,      38.5,     11.76,   1104.23,     0.34877,          2.353
      5,      38.5,     12.42,   1045.46,     0.42663,          2.485
      5,      38.5,     12.22,   1063.11,     0.42663,          2.444
      5,      38.5,     12.22,   1063.11,     0.34877,          2.444
      5,      38.5,     12.22,   1063.11,     0.34877,          2.444
      5,      38.5,     12.22,   1063.11,     0.34877,          2.444
      5,      38.5,     11.76,   1104.63,     0.42663,          2.352
      5,      38.5,     11.98,   1084.08,     0.42663,          2.396
      5,      38.5,     11.98,   1084.08,     0.42663,          2.396
      5,      38.5,     11.53,   1126.85,     0.46365,          2.305
      5,      38.5,     12.08,   1074.93,     0.42663,          2.417
      5,      38.5,     11.53,   1126.85,     0.46365,          2.305
      5,      38.5,     12.20,   1064.52,     0.42663,          2.440
      5,      38.5,     12.20,   1064.52,     0.42663,          2.440
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.31,   1055.42,     0.42663,          2.461
      5,      38.5,     12.11,   1072.45,     0.54042,          2.422
      5,      38.5,     12.10,   1073.85,     0.49935,          2.419
      5,      38.5,     12.70,   1022.54,     0.56673,          2.541
      5,      38.5,     11.97,   1085.32,     0.49935,          2.394
      5,      38.5,     12.44,   1044.18,     0.56673,          2.488
      5,      38.5,     12.70,   1022.47,     0.49935,          2.541
      5,      38.5,     12.36,   1050.91,     0.56673,          2.472
      5,      38.5,     11.76,   1104.59,     0.54042,          2.352
      5,      38.5,     12.36,   1050.90,     0.49935,          2.472
      5,      38.5,     12.36,   1050.90,     0.56673,          2.472
      5,      38.5,     12.36,   1050.90,     0.56673,          2.472
      5,      38.5,     12.10,   1073.77,     0.49935,          2.419
      5,      38.5,     12.36,   1050.90,     0.54042,          2.472
      5,      38.5,     12.36,   1050.90,     0.49935,          2.472
      5,      38.5,     11.66,   1113.74,     0.54042,          2.332
      5,      38.5,     11.94,   1087.82,     0.61073,          2.388
      5,      38.5,     12.36,   1050.91,     0.56673,          2.472
      5,      38.5,     12.36,   1050.91,     0.49935,          2.472
      5,      38.5,     11.93,   1088.34,     0.54042,          2.387
      5,      38.5,     12.36,   1050.91,     0.49935,          2.472
      5,      38.5,     12.56,   1033.74,     0.61073,          2.513
      5,      38.5,     12.62,   1028.98,     0.61073,          2.524
      5,      38.5,     12.28,   1057.82,     0.61073,          2.456
      5,      38.5,     11.59,   1120.96,     0.61073,          2.317
      5,      38.5,     11.59,   1120.96,     0.61073,          2.317
      5,      38.5,     11.87,   1094.60,     0.66104,          2.373
      5,      38.5,     11.80,   1100.32,     0.66104,          2.361
      5,      38.5,     12.51,   1037.90,     0.62880,          2.503
      5,      38.5,     12.51,   1037.98,     0.67474,          2.503
      5,      38.5,     12.10,   1073.07,     0.66104,          2.421
      5,      38.5,     12.51,   1038.01,     0.66104,          2.503
      5,      38.5,     12.42,   1045.46,     0.67474,          2.485
      5,      38.5,     12.42,   1045.46,     0.67474,          2.485
      5,      38.5,     12.11,   1072.21,     0.61073,          2.423
      5,      38.5,     12.11,   1072.21,     0.72664,          2.423
      5,      38.5,     12.07,   1075.85,     0.72664,          2.415
      5,      38.5,     11.76,   1104.17,     0.66104,          2.353
      5,      38.5,     11.76,   1104.17,     0.61073,          2.353
      5,      38.5,     12.04,   1078.62,     0.72664,          2.408
      5,      38.5,     12.16,   1068.53,     0.61073,          2.431
      5,      38.5,     11.80,   1100.32,     0.66104,          2.361
      5,      38.5,     12.42,   1045.43,     0.72664,          2.485
      5,      38.5,     12.42,   1045.43,     0.72664,          2.485
      5,      38.5,     12.40,   1047.08,     0.72664,          2.481
      5,      38.5,     12.40,   1047.08,     0.72664,          2.481
      5,      38.5,     12.38,   1048.73,     0.72664,          2.477
      5,      38.5,     12.04,   1078.62,     0.72664,          2.408
      5,      38.5,     12.39,   1047.91,     0.84415,          2.479
      5,      38.5,     11.68,   1112.28,     0.84415,          2.336
      5,      38.5,     12.04,   1078.69,     0.72664,          2.408
      5,      38.5,     12.76,   1018.17,     0.83798,          2.551
      5,      38.5,     12.40,   1047.19,     0.84415,          2.481
      5,      38.5,     12.07,   1075.95,     0.90975,          2.415
      5,      38.5,     12.47,   1042.04,     0.84415,          2.493
      5,      38.5,     12.51,   1037.98,     0.89606,          2.503
      5,      38.5,     12.16,   1068.57,     0.96007,          2.431
      5,      38.5,     12.17,   1067.07,     0.90975,          2.434
      5,      38.5,     12.07,   1075.83,     0.84415,          2.415
      5,      38.5,     12.16,   1068.53,     0.96007,          2.431
      5,      38.5,     12.16,   1068.53,     0.96007,          2.431
      5,      38.5,     11.80,   1100.32,     0.90975,          2.361
      5,      38.5,     12.51,   1038.55,     0.89606,          2.501
      5,      38.5,     11.80,   1100.33,     0.90975,          2.361
      5,      38.5,     12.21,   1064.06,     0.96007,          2.441
      5,      38.5,     12.16,   1068.57,     0.96007,          2.431
      5,      38.5,     11.94,   1087.88,     0.98279,          2.388
      5,      38.5,     12.21,   1064.11,     0.96007,          2.441
      5,      38.5,     12.28,   1057.93,     1.03038,          2.456
      5,      38.5,     12.36,   1051.01,     1.00407,          2.472
      5,      38.5,     11.66,   1113.91,     1.03038,          2.332
      5,      38.5,     11.66,   1113.91,     1.03038,          2.332
      5,      38.5,     11.80,   1100.49,     0.96007,          2.361
      5,      38.5,     11.66,   1113.91,     1.03038,          2.332
      5,      38.5,     12.02,   1081.17,     1.07145,          2.403
      5,      38.5,     12.02,   1081.17,     1.03038,          2.403
      5,      38.5,     12.36,   1051.01,     1.03038,          2.472
      5,      38.5,     12.02,   1081.07,     0.96007,          2.403
      5,      38.5,     11.66,   1113.81,     1.03038,          2.332
      5,      38.5,     11.53,   1126.87,     1.14417,          2.305
      5,      38.5,     11.53,   1126.87,     1.14417,          2.305
      5,      38.5,     12.70,   1022.50,     1.00407,          2.541
      5,      38.5,     12.20,   1064.58,     1.03038,          2.440
      5,      38.5,     12.20,   1064.58,     1.03038,          2.440
      5,      38.5,     12.44,   1044.14,     1.07145,          2.488
      5,      38.5,     12.44,   1044.14,     1.00407,          2.488
      5,      38.5,     12.10,   1073.85,     1.03038,          2.419
      5,      38.5,     12.55,   1035.04,     1.03038,          2.510
      5,      38.5,     11.97,   1085.32,     1.14417,          2.394
      5,      38.5,     12.53,   1036.74,     1.07145,          2.506
      5,      38.5,     12.53,   1036.80,     1.07145,          2.506
      5,      38.5,     12.42,   1045.98,     1.10715,          2.484
      5,      38.5,     12.64,   1027.78,     1.07145,          2.528
      5,      38.5,     12.76,   1018.38,     1.14417,          2.551
      5,      38.5,     12.64,   1027.78,     1.10715,          2.528
      5,      38.5,     12.42,   1045.64,     1.07145,          2.485
      5,      38.5,     12.21,   1064.15,     1.07145,          2.442
      5,      38.5,     12.22,   1063.24,     1.17601,          2.444
      5,      38.5,     12.42,   1045.58,     1.17601,          2.485
      5,      38.5,     12.22,   1063.24,     1.17601,          2.444
      5,      38.5,     12.08,   1075.08,     1.14417,          2.417
      5,      38.5,     12.22,   1063.24,     1.14417,          2.444
      5,      38.5,     11.89,   1092.18,     1.14417,          2.379
      5,      38.5,     12.04,   1079.34,     1.22203,          2.407
      5,      38.5,     12.65,   1027.03,     1.24905,          2.530
      5,      38.5,     11.87,   1094.90,     1.30454,          2.373
      5,      38.5,     12.03,   1079.78,     1.32582,          2.406
      5,      38.5,     12.03,   1079.78,     1.30454,          2.406
      5,      38.5,     11.72,   1108.51,     1.30454,          2.344
      5,      38.5,     12.20,   1065.07,     1.32582,          2.439
      5,      38.5,     12.37,   1050.26,     1.32582,          2.474
      5,      38.5,     12.20,   1064.46,     1.22203,          2.441
      5,      38.5,     11.89,   1093.01,     1.30454,          2.377
      5,      38.5,     11.89,   1093.01,     1.30454,          2.377
      5,      38.5,     12.03,   1079.78,     1.30454,          2.406
      5,      38.5,     12.34,   1052.44,     1.24905,          2.469
      5,      38.5,     12.18,   1066.75,     1.24905,          2.435
      5,      38.5,     13.00,    999.31,     1.17601,          2.600
      5,      38.5,     11.76,   1104.59,     1.10715,          2.352
      5,      38.5,     11.94,   1087.80,     0.96007,          2.388
      5,      38.5,     12.70,   1022.43,     1.00407,          2.541
      5,      38.5,     11.94,   1087.80,     0.96007,          2.388
      5,      38.5,     12.47,   1042.04,     0.96007,          2.493
      5,      38.5,     12.24,   1061.54,     0.89606,          2.447
      5,      38.5,     12.16,   1068.64,     0.89606,          2.431
      5,      38.5,     11.87,   1094.40,     0.90975,          2.374
      5,      38.5,     12.81,   1014.32,     0.89606,          2.561
      5,      38.5,     12.40,   1047.11,     0.84415,          2.481
      5,      38.5,     12.39,   1047.96,     0.78540,          2.479
      5,      38.5,     12.39,   1047.96,     0.78540,          2.479
      5,      38.5,     11.40,   1139.39,     0.66104,          2.280
      5,      38.5,     12.23,   1062.63,     0.54042,          2.445
      5,      38.5,     12.51,   1038.34,     0.67474,          2.503
      5,      38.5,     12.56,   1034.10,     0.61073,          2.513
      5,      38.5,     12.56,   1034.10,     0.61073,          2.513
      5,      38.5,     12.16,   1068.91,     0.61073,          2.431
      5,      38.5,     12.21,   1064.42,     0.61073,          2.441
      5,      38.5,     12.56,   1034.10,     0.61073,          2.513
      5,      38.5,     12.44,   1044.44,     0.54042,          2.488
      5,      38.5,     12.02,   1081.30,     0.54042,          2.403
      5,      38.5,     12.10,   1074.07,     0.49935,          2.419
      5,      38.5,     12.46,   1042.24,     0.42663,          2.493
      5,      38.5,     12.08,   1075.08,     0.42663,          2.417
      5,      38.5,     12.42,   1045.58,     0.39479,          2.485
      5,      38.5,     12.53,   1036.69,     0.49935,          2.506
      5,      38.5,     11.53,   1126.87,     0.46365,          2.305
      5,      38.5,     11.98,   1084.06,     0.42663,          2.396
      5,      38.5,     12.37,   1050.35,     0.32175,          2.473
      5,      38.5,     12.22,   1063.11,     0.42663,          2.444
      5,      38.5,     12.04,   1079.25,     0.34877,          2.407
      5,      38.5,     12.37,   1050.39,     0.42663,          2.473
      5,      38.5,     12.37,   1050.39,     0.42663,          2.473
      5,      38.5,     12.50,   1039.07,     0.39479,          2.500
      5,      38.5,     12.50,   1039.07,     0.39479,          2.500
      5,      38.5,     12.51,   1038.31,     0.32175,          2.502
      5,      38.5,     11.87,   1094.84,     0.32175,          2.373
      5,      38.5,     12.20,   1065.01,     0.24498,          2.439
      5,      38.5,     12.68,   1024.23,     0.24498,          2.536
      5,      38.5,     12.68,   1024.23,     0.24498,          2.536
      5,      38.5,     12.37,   1050.20,     0.24498,          2.474
      5,      38.5,     12.27,   1058.93,     0.16515,          2.453
      5,      38.5,     12.46,   1042.23,     0.15265,          2.493
      5,      38.5,     11.97,   1085.17,     0.16515,          2.394
      5,      38.5,     11.97,   1085.17,     0.16515,          2.394
      5,      38.5,     12.17,   1067.80,     0.16515,          2.433
      5,      38.5,     12.38,   1049.57,     0.16515,          2.476
      5,      38.5,     12.34,   1053.12,     0.16515,          2.468
      5,      38.5,     12.06,   1077.44,     0.16515,          2.412
      5,      38.5,     12.56,   1034.71,     0.15265,          2.512
      5,      38.5,     11.05,   1176.42,     0.09066,          2.209
      5,      38.5,     12.28,   1058.11,     0.08314,          2.456
      5,      38.5,     12.28,   1058.20,     0.07677,          2.456
      5,      38.5,     12.28,   1058.31,     0.08314,          2.456
      5,      38.5,     11.54,   1125.99,     0.09066,          2.309
      5,      38.5,     12.04,   1079.42,     0.08314,          2.408
      5,      38.5,     12.02,   1081.16,     0.08314,          2.404
      5,      38.5,     12.04,   1079.30,     0.08314,          2.408
      5,      38.5,     12.04,   1079.30,     0.08314,          2.408
      5,      38.5,     12.04,   1079.30,     0.08314,          2.408
      5,      38.5,     12.28,   1058.31,     0.08314,          2.456
      5,      38.5,     12.04,   1079.54,     0.08314,          2.408
      5,      38.5,     12.28,   1058.55,     0.08314,          2.456
      5,      38.5,     12.04,   1079.68,     0.08314,          2.408
      5,      38.5,     12.04,   1079.83,     0.08314,          2.408
      5,      38.5,     12.04,   1079.83,     0.08314,          2.408
      5,      38.5,     11.61,   1120.14,     0.09066,          2.322
      5,      38.5,     12.32,   1055.43,     0.16515,          2.464
      5,      38.5,     12.32,   1055.43,     0.16515,          2.464
      5,      38.5,     12.32,   1055.27,     0.08314,          2.464
      5,      38.5,     12.17,   1068.19,     0.16515,          2.433
      5,      38.5,     12.10,   1073.51,     0.17985,          2.421
      5,      38.5,     12.27,   1059.22,     0.24498,          2.453
      5,      38.5,     12.27,   1059.22,     0.24498,          2.453
      5,      38.5,     12.08,   1075.97,     0.16515,          2.415
      5,      38.5,     12.17,   1068.01,     0.16515,          2.433
      5,      38.5,     12.08,   1075.88,     0.24498,          2.415
      5,      38.5,     11.91,   1090.97,     0.22680,          2.381
      5,      38.5,     11.59,   1120.28,     0.29146,          2.319
      5,      38.5,     11.72,   1108.31,     0.34877,          2.344
      5,      38.5,     11.72,   1108.31,     0.24498,          2.344
      5,      38.5,     11.72,   1108.29,     0.26625,          2.344
      5,      38.5,     12.03,   1079.56,     0.26625,          2.406
      5,      38.5,     11.87,   1094.68,     0.34877,          2.373
      5,      38.5,     12.18,   1066.65,     0.34877,          2.435
      5,      38.5,     12.18,   1066.63,     0.32175,          2.435
      5,      38.5,     12.04,   1079.18,     0.34877,          2.407
      5,      38.5,     12.04,   1079.18,     0.32175,          2.407
      5,      38.5,     12.08,   1074.91,     0.42663,          2.417
      5,      38.5,     12.04,   1079.17,     0.42663,          2.407
      5,      38.5,     11.76,   1104.20,     0.34877,          2.353
      5,      38.5,     11.63,   1116.65,     0.42663,          2.326
      5,      38.5,     11.63,   1116.65,     0.42663,          2.326
      5,      38.5,     11.63,   1116.65,     0.42663,          2.326
      5,      38.5,     11.63,   1116.65,     0.46365,          2.326
      5,      38.5,     11.97,   1085.19,     0.49935,          2.394
      5,      38.5,     11.86,   1094.82,     0.46365,          2.373
      5,      38.5,     12.10,   1073.85,     0.54042,          2.419
      5,      38.5,     11.66,   1113.78,     0.54042,          2.332
      5,      38.5,     11.53,   1126.85,     0.46365,          2.305
      5,      38.5,     11.76,   1104.60,     0.54042,          2.352
      5,      38.5,     11.76,   1104.60,     0.54042,          2.352
      5,      38.5,     11.86,   1094.80,     0.54042,          2.373
      5,      38.5,     12.02,   1081.01,     0.61073,          2.403
      5,      38.5,     11.94,   1087.82,     0.61073,          2.388
      5,      38.5,     11.94,   1087.82,     0.61073,          2.388
      5,      38.5,     11.76,   1104.59,     0.49935,          2.352
      5,      38.5,     12.02,   1081.01,     0.54042,          2.403
      5,      38.5,     12.28,   1057.84,     0.56673,          2.456
      5,      38.5,     11.24,   1155.66,     0.58800,          2.248
      5,      38.5,     12.28,   1057.89,     0.56673,          2.456
      5,      38.5,     12.02,   1081.11,     0.54042,          2.403
      5,      38.5,     11.87,   1094.40,     0.66104,          2.374
      5,      38.5,     11.87,   1094.40,     0.66104,          2.374
      5,      38.5,     11.52,   1127.36,     0.58800,          2.304
      5,      38.5,     11.87,   1094.30,     0.61073,          2.374
      5,      38.5,     11.66,   1113.75,     0.54042,          2.332
      5,      38.5,     11.53,   1126.30,     0.54042,          2.306
      5,      38.5,     12.21,   1064.04,     0.61073,          2.441
      5,      38.5,     12.21,   1064.04,     0.61073,          2.441
      5,      38.5,     11.80,   1100.31,     0.61073,          2.361
      5,      38.5,     11.82,   1098.41,     0.66104,          2.365
      5,      38.5,     11.76,   1104.17,     0.66104,          2.353
      5,      38.5,     11.80,   1100.31,     0.66104,          2.361
      5,      38.5,     12.16,   1068.53,     0.61073,          2.431
      5,      38.5,     11.76,   1104.17,     0.72664,          2.353
      5,      38.5,     11.73,   1107.19,     0.78540,          2.346
      5,      38.5,     12.11,   1072.18,     0.72664,          2.423
      5,      38.5,     11.76,   1104.21,     0.66104,          2.353
      5,      38.5,     12.07,   1075.90,     0.72664,          2.415
      5,      38.5,     12.40,   1047.15,     0.72664,          2.481
      5,      38.5,     12.06,   1076.87,     0.90975,          2.412
      5,      38.5,     11.73,   1107.29,     0.85197,          2.346
      5,      38.5,     11.76,   1104.34,     0.85197,          2.352
      5,      38.5,     11.76,   1104.19,     0.90975,          2.353
      5,      38.5,     12.16,   1068.57,     0.96007,          2.431
      5,      38.5,     12.21,   1064.08,     0.96007,          2.441
      5,      38.5,     12.16,   1068.55,     0.96007,          2.431
      5,      38.5,     11.87,   1094.33,     0.96007,          2.374
      5,      38.5,     11.80,   1100.31,     0.90975,          2.361
      5,      38.5,     12.28,   1057.89,     1.00407,          2.456
      5,      38.5,     11.76,   1104.70,     1.03038,          2.352
      5,      38.5,     11.66,   1113.91,     1.03038,          2.332
      5,      38.5,     11.66,   1113.91,     1.03038,          2.332
      5,      38.5,     11.76,   1104.76,     1.03038,          2.352
      5,      38.5,     11.97,   1085.27,     1.14417,          2.394
      5,      38.5,     11.86,   1094.90,     1.10715,          2.373
      5,      38.5,     11.86,   1094.90,     1.14417,          2.373
      5,      38.5,     11.97,   1085.32,     1.10715,          2.394
      5,      38.5,     11.53,   1126.95,     1.03038,          2.305
      5,      38.5,     11.97,   1085.27,     1.07145,          2.394
      5,      38.5,     11.30,   1149.17,     1.14417,          2.261
      5,      38.5,     11.57,   1123.18,     1.22203,          2.313
      5,      38.5,     11.89,   1092.18,     1.22203,          2.379
      5,      38.5,     12.08,   1075.15,     1.14417,          2.417
      5,      38.5,     11.89,   1092.25,     1.22203,          2.379
      5,      38.5,     11.70,   1109.90,     1.22203,          2.341
      5,      38.5,     11.70,   1109.90,     1.22203,          2.341
      5,      38.5,     12.18,   1066.80,     1.24905,          2.435
      5,      38.5,     11.08,   1172.49,     1.27934,          2.216
      5,      38.5,     11.89,   1092.18,     1.14417,          2.379
      5,      38.5,     11.40,   1139.32,     1.30454,          2.280
      5,      38.5,     12.03,   1080.18,     1.24905,          2.405
      5,      38.5,     12.03,   1079.66,     1.22203,          2.406
      5,      38.5,     11.72,   1108.39,     1.22203,          2.344
      5,      38.5,     12.65,   1026.92,     1.24905,          2.530
      5,      38.5,     11.89,   1092.85,     1.30454,          2.377
      5,      38.5,     12.20,   1064.96,     1.24905,          2.439
      5,      38.5,     12.20,   1064.96,     1.24905,          2.439
      5,      38.5,     12.03,   1079.66,     1.24905,          2.406
      5,      38.5,     12.20,   1064.96,     1.24905,          2.439
      5,      38.5,     12.20,   1064.96,     1.24905,          2.439
      5,      38.5,     12.34,   1052.39,     1.24905,          2.469
      5,      38.5,     12.20,   1064.96,     1.24905,          2.439
      5,      38.5,     12.04,   1079.14,     1.22203,          2.407
      5,      38.5,     12.03,   1079.66,     1.30454,          2.406
      5,      38.5,     12.34,   1052.35,     1.24905,          2.469
      5,      38.5,     12.34,   1052.35,     1.32582,          2.469
      5,      38.5,     12.03,   1079.62,     1.30454,          2.406
      5,      38.5,     11.87,   1094.71,     1.22203,          2.373
      5,      38.5,     11.87,   1094.71,     1.22203,          2.373
      5,      38.5,     11.70,   1109.70,     1.22203,          2.341
      5,      38.5,     12.04,   1079.21,     1.22203,          2.407
      5,      38.5,     11.57,   1123.08,     1.19029,          2.313
      5,      38.5,     11.70,   1109.78,     1.22203,          2.341
      5,      38.5,     12.04,   1079.34,     1.22203,          2.407
      5,      38.5,     12.08,   1075.15,     1.14417,          2.417
      5,      38.5,     12.54,   1035.78,     1.17601,          2.508
      5,      38.5,     11.97,   1085.27,     1.14417,          2.394
      5,      38.5,     12.20,   1064.62,     1.07145,          2.440
      5,      38.5,     11.63,   1116.75,     1.10715,          2.326
      5,      38.5,     12.20,   1064.58,     1.07145,          2.440
      5,      38.5,     11.53,   1126.90,     1.10715,          2.305
      5,      38.5,     12.20,   1064.58,     1.03038,          2.440
      5,      38.5,     12.11,   1072.48,     1.00407,          2.422
      5,      38.5,     12.36,   1050.97,     1.00407,          2.472
      5,      38.5,     12.35,   1051.71,     1.03038,          2.470
      5,      38.5,     12.28,   1057.86,     1.03038,          2.456
      5,      38.5,     12.22,   1062.88,     0.90975,          2.444
      5,      38.5,     12.16,   1068.55,     0.96007,          2.431
      5,      38.5,     12.07,   1075.85,     0.90975,          2.415
      5,      38.5,     11.73,   1107.27,     0.84415,          2.346
      5,      38.5,     12.40,   1047.07,     0.84415,          2.481
      5,      38.5,     12.05,   1077.73,     0.89606,          2.410
      5,      38.5,     12.04,   1078.69,     0.72664,          2.408
      5,      38.5,     12.07,   1075.90,     0.72664,          2.415
      5,      38.5,     12.11,   1072.18,     0.66104,          2.423
      5,      38.5,     12.51,   1037.91,     0.62880,          2.503
      5,      38.5,     12.11,   1072.18,     0.66104,          2.423
      5,      38.5,     11.80,   1100.39,     0.61073,          2.361
      5,      38.5,     12.21,   1064.16,     0.61073,          2.441
      5,      38.5,     12.28,   1057.93,     0.61073,          2.456
      5,      38.5,     12.21,   1064.21,     0.61073,          2.441
      5,      38.5,     11.94,   1087.92,     0.61073,          2.388
      5,      38.5,     12.02,   1081.17,     0.49935,          2.403
      5,      38.5,     12.20,   1064.67,     0.49935,          2.440
      5,      38.5,     12.10,   1073.94,     0.49935,          2.419
      5,      38.5,     12.44,   1044.23,     0.56673,          2.488
      5,      38.5,     11.86,   1095.01,     0.49935,          2.373
      5,      38.5,     11.98,   1084.27,     0.42663,          2.396
      5,      38.5,     11.97,   1085.45,     0.42663,          2.394
      5,      38.5,     12.08,   1075.22,     0.42663,          2.417
      5,      38.5,     12.37,   1050.61,     0.32175,          2.473
      5,      38.5,     12.04,   1079.40,     0.34877,          2.407
      5,      38.5,     12.18,   1066.86,     0.32175,          2.435
      5,      38.5,     12.18,   1066.86,     0.32175,          2.435
      5,      38.5,     11.55,   1124.61,     0.26625,          2.311
      5,      38.5,     12.20,   1065.07,     0.24498,          2.439
      5,      38.5,     11.89,   1092.90,     0.26625,          2.377
      5,      38.5,     11.59,   1120.85,     0.24498,          2.318
      5,      38.5,     11.98,   1084.64,     0.16515,          2.395
      5,      38.5,     11.97,   1085.09,     0.17985,          2.394
      5,      38.5,     12.17,   1067.65,     0.16515,          2.433
      5,      38.5,     12.10,   1073.16,     0.08314,          2.421
      5,      38.5,     11.85,   1096.65,     0.00000,          2.369
      5,      38.5,     12.32,   1054.55,     0.07677,          2.464
      5,      38.5,     11.78,   1103.06,     0.08314,          2.356
      5,      38.5,     12.26,   1060.15,     0.08314,          2.452
      5,      38.5,     12.52,   1038.29,     0.08314,          2.504
      5,      38.5,     12.02,   1081.70,     0.08314,          2.404
      5,      38.5,     12.76,   1019.06,     0.00000,          2.552
      5,      38.5,     12.50,   1040.23,     0.00000,          2.500
      5,      38.5,     12.52,   1038.57,     0.07677,          2.504
      5,      38.5,     12.26,   1060.41,    -0.08314,          2.452
      5,      38.5,     12.26,   1060.48,     0.00000,          2.452
      5,      38.5,     12.26,   1060.41,     0.00000,          2.452
      5,      38.5,     12.02,   1081.77,    -0.08314,          2.404
      5,      38.5,     12.02,   1081.28,    -0.08314,          2.404
      5,      38.5,     11.52,   1127.90,    -0.09066,          2.305
      5,      38.5,     12.04,   1079.19,    -0.08314,          2.408
      5,      38.5,     12.02,   1080.87,     0.00000,          2.404
      5,      38.5,     12.26,   1059.66,     0.00000,          2.452
      5,      38.5,     11.76,   1104.80,     0.00000,          2.352
