= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,     13.04,    998.27,     0.07677,          2.608
      5,      38.5,     12.88,   1010.75,     0.15265,          2.575
      5,      38.5,     13.10,    993.90,     0.07677,          2.619
      5,      38.5,     13.10,    993.90,     0.07677,          2.619
      5,      38.5,     12.60,   1033.03,     0.08314,          2.519
      5,      38.5,     12.88,   1010.56,     0.15265,          2.575
      5,      38.5,     12.88,   1010.56,     0.15265,          2.575
      5,      38.5,     12.60,   1032.84,     0.15265,          2.520
      5,      38.5,     12.82,   1015.07,     0.15265,          2.564
      5,      38.5,     12.88,   1010.37,     0.15265,          2.575
      5,      38.5,     12.88,   1010.37,     0.15265,          2.575
      5,      38.5,     13.15,    989.21,     0.15265,          2.631
      5,      38.5,     12.95,   1004.46,     0.15265,          2.591
      5,      38.5,     12.66,   1027.62,     0.16515,          2.532
      5,      38.5,     12.56,   1035.61,     0.22680,          2.512
      5,      38.5,     11.97,   1086.59,     0.24498,          2.394
      5,      38.5,     12.27,   1060.27,     0.24498,          2.453
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.75,   1019.85,     0.22680,          2.551
      5,      38.5,     12.75,   1019.85,     0.22680,          2.551
      5,      38.5,     12.56,   1035.29,     0.24498,          2.512
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.56,   1035.45,     0.22680,          2.512
      5,      38.5,     12.37,   1051.53,     0.24498,          2.474
      5,      38.5,     12.68,   1025.58,     0.32175,          2.536
      5,      38.5,     12.56,   1035.29,     0.24498,          2.512
      5,      38.5,     12.86,   1011.61,     0.22680,          2.571
      5,      38.5,     12.86,   1011.61,     0.22680,          2.571
      5,      38.5,     12.86,   1011.61,     0.22680,          2.571
      5,      38.5,     13.16,    987.94,     0.22680,          2.633
      5,      38.5,     13.16,    987.94,     0.22680,          2.633
      5,      38.5,     12.99,   1001.10,     0.24498,          2.598
      5,      38.5,     12.99,   1001.10,     0.24498,          2.598
      5,      38.5,     13.30,    977.91,     0.22680,          2.660
      5,      38.5,     13.30,    977.91,     0.22680,          2.660
      5,      38.5,     13.30,    977.91,     0.29850,          2.660
      5,      38.5,     12.99,   1001.10,     0.22680,          2.598
      5,      38.5,     12.99,   1001.10,     0.22680,          2.598
      5,      38.5,     12.99,   1001.10,     0.22680,          2.598
      5,      38.5,     12.82,   1014.48,     0.24498,          2.563
      5,      38.5,     12.82,   1014.48,     0.24498,          2.563
      5,      38.5,     12.82,   1014.48,     0.24498,          2.563
      5,      38.5,     12.82,   1014.48,     0.24498,          2.563
      5,      38.5,     13.13,    990.67,     0.32175,          2.625
      5,      38.5,     12.68,   1025.27,     0.24498,          2.536
      5,      38.5,     12.68,   1025.27,     0.24498,          2.536
      5,      38.5,     12.68,   1025.27,     0.24498,          2.536
      5,      38.5,     12.51,   1039.22,     0.26625,          2.502
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.65,   1027.83,     0.32175,          2.530
      5,      38.5,     12.50,   1040.03,     0.34877,          2.500
      5,      38.5,     12.50,   1040.03,     0.34877,          2.500
      5,      38.5,     12.50,   1040.03,     0.34877,          2.500
      5,      38.5,     12.34,   1053.18,     0.34877,          2.469
      5,      38.5,     12.50,   1039.89,     0.39479,          2.500
      5,      38.5,     12.50,   1039.89,     0.39479,          2.500
      5,      38.5,     12.50,   1039.89,     0.39479,          2.500
      5,      38.5,     13.14,    988.97,     0.36717,          2.629
      5,      38.5,     13.14,    988.97,     0.36717,          2.629
      5,      38.5,     13.14,    988.97,     0.36717,          2.629
      5,      38.5,     12.83,   1013.48,     0.29850,          2.565
      5,      38.5,     12.65,   1027.37,     0.29850,          2.531
      5,      38.5,     12.37,   1051.22,     0.32175,          2.473
      5,      38.5,     13.00,    999.96,     0.39479,          2.600
      5,      38.5,     13.00,    999.96,     0.39479,          2.600
      5,      38.5,     13.00,    999.96,     0.39479,          2.600
      5,      38.5,     13.00,    999.96,     0.39479,          2.600
      5,      38.5,     13.00,    999.96,     0.39479,          2.600
      5,      38.5,     12.68,   1024.95,     0.32175,          2.537
      5,      38.5,     12.83,   1013.29,     0.32175,          2.565
      5,      38.5,     12.83,   1013.29,     0.32175,          2.565
      5,      38.5,     12.83,   1013.29,     0.32175,          2.565
      5,      38.5,     12.83,   1013.29,     0.32175,          2.565
      5,      38.5,     12.36,   1051.68,     0.34877,          2.472
      5,      38.5,     12.68,   1024.82,     0.32175,          2.537
      5,      38.5,     12.68,   1024.82,     0.32175,          2.537
      5,      38.5,     12.68,   1024.82,     0.32175,          2.537
      5,      38.5,     13.02,    998.36,     0.32175,          2.604
      5,      38.5,     13.02,    998.36,     0.32175,          2.604
      5,      38.5,     13.02,    998.36,     0.32175,          2.604
      5,      38.5,     13.02,    998.36,     0.32175,          2.604
      5,      38.5,     12.70,   1023.21,     0.32175,          2.541
      5,      38.5,     12.70,   1023.21,     0.32175,          2.541
      5,      38.5,     12.56,   1034.97,     0.39479,          2.512
      5,      38.5,     12.89,   1007.99,     0.36717,          2.579
      5,      38.5,     12.89,   1007.99,     0.36717,          2.579
      5,      38.5,     12.89,   1007.99,     0.36717,          2.579
      5,      38.5,     12.42,   1046.08,     0.39479,          2.485
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.76,   1018.74,     0.39479,          2.551
      5,      38.5,     12.54,   1036.27,     0.39479,          2.508
      5,      38.5,     12.87,   1009.44,     0.39479,          2.575
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     13.09,    993.00,     0.43241,          2.617
      5,      38.5,     12.97,   1001.60,     0.46365,          2.595
      5,      38.5,     12.97,   1001.60,     0.46365,          2.595
      5,      38.5,     12.76,   1018.55,     0.46365,          2.551
      5,      38.5,     12.97,   1001.60,     0.46365,          2.595
      5,      38.5,     12.97,   1001.60,     0.46365,          2.595
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.76,   1018.64,     0.42663,          2.551
      5,      38.5,     12.75,   1019.25,     0.46365,          2.550
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.76,   1018.46,     0.46365,          2.551
      5,      38.5,     12.31,   1055.77,     0.49935,          2.461
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.53,   1037.03,     0.49935,          2.506
      5,      38.5,     12.53,   1037.03,     0.49935,          2.506
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.64,   1028.02,     0.46365,          2.528
      5,      38.5,     12.53,   1037.03,     0.49935,          2.506
      5,      38.5,     12.53,   1037.03,     0.49935,          2.506
      5,      38.5,     12.75,   1019.16,     0.46365,          2.550
      5,      38.5,     12.75,   1019.16,     0.46365,          2.550
      5,      38.5,     12.75,   1019.16,     0.46365,          2.550
      5,      38.5,     12.64,   1027.93,     0.49935,          2.528
      5,      38.5,     12.64,   1027.93,     0.49935,          2.528
      5,      38.5,     12.97,   1001.52,     0.46365,          2.595
      5,      38.5,     12.75,   1019.07,     0.46365,          2.550
      5,      38.5,     12.08,   1075.22,     0.42663,          2.417
      5,      38.5,     12.76,   1017.78,     0.49935,          2.553
      5,      38.5,     12.76,   1017.78,     0.49935,          2.553
      5,      38.5,     13.09,    992.45,     0.46365,          2.618
      5,      38.5,     12.53,   1036.87,     0.49935,          2.506
      5,      38.5,     12.64,   1027.78,     0.49935,          2.528
      5,      38.5,     12.64,   1027.78,     0.49935,          2.528
      5,      38.5,     13.09,    992.33,     0.46365,          2.618
      5,      38.5,     12.64,   1027.68,     0.42663,          2.528
      5,      38.5,     12.88,   1008.58,     0.49935,          2.576
      5,      38.5,     12.88,   1008.58,     0.49935,          2.576
      5,      38.5,     12.65,   1026.64,     0.49935,          2.530
      5,      38.5,     12.64,   1027.60,     0.46365,          2.528
      5,      38.5,     12.53,   1036.62,     0.49935,          2.506
      5,      38.5,     12.65,   1026.59,     0.39479,          2.530
      5,      38.5,     12.65,   1026.59,     0.39479,          2.530
      5,      38.5,     12.65,   1026.59,     0.39479,          2.530
      5,      38.5,     12.54,   1035.83,     0.46365,          2.508
      5,      38.5,     12.45,   1042.96,     0.46365,          2.491
      5,      38.5,     12.79,   1015.64,     0.46365,          2.558
      5,      38.5,     12.10,   1073.81,     0.49935,          2.419
      5,      38.5,     12.55,   1034.97,     0.54042,          2.510
      5,      38.5,     12.79,   1015.64,     0.56673,          2.558
