D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py,,,,,,
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
5,38.5,12.21,1064.06,0.61073,34.99225142,2.441
5,38.5,12.28,1057.82,0.56673,32.47123712,2.456
5,38.5,11.93,1088.32,0.61073,34.99225142,2.387
5,38.5,11.82,1099.04,0.72664,41.63340523,2.364
5,38.5,12.11,1072.16,0.66104,37.87480209,2.423
5,38.5,11.82,1099.04,0.588,33.68991835,2.364
5,38.5,11.4,1139.14,0.66104,37.87480209,2.28
5,38.5,11.76,1104.17,0.66104,37.87480209,2.353
5,38.5,11.4,1139.14,0.66104,37.87480209,2.28
5,38.5,11.73,1107.27,0.72664,41.63340523,2.346
5,38.5,11.73,1107.27,0.72664,41.63340523,2.346
5,38.5,12.04,1078.62,0.72664,41.63340523,2.408
5,38.5,11.73,1107.19,0.67474,38.65975427,2.346
5,38.5,11.73,1107.27,0.72664,41.63340523,2.346
5,38.5,12.04,1078.62,0.72664,41.63340523,2.408
5,38.5,12.03,1079.55,0.7854,45.00010523,2.406
5,38.5,12.4,1047.12,0.72664,41.63340523,2.481
5,38.5,11.35,1144.67,0.85197,48.81428527,2.269
5,38.5,12.05,1077.75,0.85197,48.81428527,2.41
5,38.5,11.72,1108.24,0.85197,48.81428527,2.344
5,38.5,11.76,1104.25,0.84415,48.36623228,2.353
5,38.5,11.87,1094.36,0.90975,52.12483541,2.374
5,38.5,11.76,1104.25,0.90975,52.12483541,2.353
5,38.5,11.8,1100.35,0.90975,52.12483541,2.361
5,38.5,11.87,1094.3,0.96007,55.00795904,2.374
5,38.5,11.76,1104.19,0.90975,52.12483541,2.353
5,38.5,11.52,1127.29,1.03038,59.03642529,2.304
5,38.5,11.8,1100.32,0.96007,55.00795904,2.361
5,38.5,11.87,1094.29,1.03038,59.03642529,2.374
5,38.5,11.87,1094.29,1.03038,59.03642529,2.374
5,38.5,11.87,1094.29,0.96007,55.00795904,2.374
5,38.5,11.87,1094.3,0.96007,55.00795904,2.374
5,38.5,11.33,1146.42,1.10715,63.43502229,2.266
5,38.5,11.76,1104.66,1.03038,59.03642529,2.352
5,38.5,12.02,1081.07,0.96007,55.00795904,2.403
5,38.5,12.04,1079.18,1.00407,57.52897334,2.407
5,38.5,11.33,1146.46,0.98279,56.30971915,2.266
5,38.5,12.22,1062.97,1.10715,63.43502229,2.444
5,38.5,12.22,1062.97,1.10715,63.43502229,2.444
5,38.5,12.2,1064.62,1.07145,61.38956296,2.44
5,38.5,11.63,1116.75,1.14417,65.55611205,2.326
5,38.5,11.53,1126.95,1.03038,59.03642529,2.305
5,38.5,11.18,1161.89,1.10715,63.43502229,2.236
5,38.5,12.2,1064.67,1.14417,65.55611205,2.44
5,38.5,12.31,1055.26,1.07145,61.38956296,2.462
5,38.5,12.08,1075.08,1.14417,65.55611205,2.417
5,38.5,12.31,1055.21,1.07145,61.38956296,2.462
5,38.5,11.63,1116.75,1.10715,63.43502229,2.326
5,38.5,11.63,1116.75,1.10715,63.43502229,2.326
5,38.5,11.97,1085.27,1.14417,65.55611205,2.394
5,38.5,12.54,1035.78,1.17601,67.38040967,2.508
5,38.5,12.22,1063.24,1.22203,70.01716144,2.444
5,38.5,11.57,1123.18,1.19029,68.1985934,2.313
5,38.5,12.08,1075.08,1.14417,65.55611205,2.417
5,38.5,11.7,1109.78,1.22203,70.01716144,2.341
5,38.5,11.7,1109.78,1.22203,70.01716144,2.341
5,38.5,11.9,1091.9,1.19029,68.1985934,2.379
5,38.5,12.54,1035.69,1.14417,65.55611205,2.508
5,38.5,12.22,1063.14,1.22203,70.01716144,2.444
5,38.5,12.22,1063.14,1.22203,70.01716144,2.444
5,38.5,12.04,1079.25,1.22203,70.01716144,2.407
5,38.5,12.04,1079.25,1.14417,65.55611205,2.407
5,38.5,11.7,1109.74,1.22203,70.01716144,2.341
5,38.5,12.03,1079.62,1.30454,74.74463621,2.406
5,38.5,11.7,1109.67,1.22203,70.01716144,2.341
5,38.5,12.04,1079.18,1.24905,71.5652934,2.407
5,38.5,11.89,1092.02,1.22203,70.01716144,2.379
5,38.5,11.72,1108.28,1.30454,74.74463621,2.344
5,38.5,10.92,1189.25,1.19029,68.1985934,2.184
5,38.5,11.9,1091.69,1.22203,70.01716144,2.379
5,38.5,11.89,1092.03,1.14417,65.55611205,2.379
5,38.5,11.76,1104.2,1.22203,70.01716144,2.353
5,38.5,11.97,1085.15,1.10715,63.43502229,2.394
5,38.5,11.76,1104.19,1.10715,63.43502229,2.353
5,38.5,11.3,1149.07,1.10715,63.43502229,2.261
5,38.5,11.18,1161.75,1.10715,63.43502229,2.236
5,38.5,11.63,1116.65,1.10715,63.43502229,2.326
5,38.5,12.02,1081.07,1.03038,59.03642529,2.403
5,38.5,11.76,1104.7,1.10715,63.43502229,2.352
5,38.5,12.21,1064.21,0.96007,55.00795904,2.441
5,38.5,11.24,1155.79,0.98279,56.30971915,2.248
5,38.5,11.87,1094.52,0.96007,55.00795904,2.374
5,38.5,11.17,1162.83,1.03038,59.03642529,2.234
5,38.5,11.8,1100.49,0.96007,55.00795904,2.361
5,38.5,12.16,1068.7,0.89606,51.34045619,2.431
5,38.5,11.73,1107.51,0.84415,48.36623228,2.346
5,38.5,12.09,1074.36,0.89606,51.34045619,2.419
5,38.5,12.04,1079,0.84415,48.36623228,2.408
5,38.5,11.68,1112.72,0.7854,45.00010523,2.336
5,38.5,12.04,1079.3,0.72664,41.63340523,2.408
5,38.5,12.04,1079.19,0.72664,41.63340523,2.408
5,38.5,12.11,1072.73,0.61073,34.99225142,2.423
5,38.5,12.11,1072.73,0.61073,34.99225142,2.423
5,38.5,12.07,1076.4,0.67474,38.65975427,2.415
5,38.5,11.76,1104.87,0.66104,37.87480209,2.353
5,38.5,11.52,1128.12,0.66104,37.87480209,2.304
5,38.5,11.8,1101.13,0.66104,37.87480209,2.361
5,38.5,11.8,1101.13,0.61073,34.99225142,2.361
5,38.5,11.52,1128.12,0.588,33.68991835,2.304
5,38.5,11.59,1121.79,0.54042,30.96378516,2.317
5,38.5,12.02,1081.8,0.54042,30.96378516,2.403
5,38.5,12.02,1081.8,0.54042,30.96378516,2.403
5,38.5,12.02,1081.8,0.54042,30.96378516,2.403
5,38.5,11.76,1105.53,0.54042,30.96378516,2.352
5,38.5,11.2,1160.69,0.5071,29.05468979,2.241
5,38.5,11.53,1128.61,0.46365,26.56518817,2.305
5,38.5,11.76,1106.12,0.46365,26.56518817,2.353
5,38.5,11.57,1125.38,0.34877,19.98304902,2.313
5,38.5,11.24,1159.22,0.34877,19.98304902,2.248
5,38.5,11.87,1098.16,0.26625,15.2550013,2.373
5,38.5,11.7,1112.95,0.34877,19.98304902,2.341
5,38.5,12.03,1082.51,0.34877,19.98304902,2.406
5,38.5,11.72,1111.31,0.26625,15.2550013,2.344
5,38.5,11.89,1096.02,0.26625,15.2550013,2.377
5,38.5,11.89,1096.02,0.26625,15.2550013,2.377
5,38.5,11.89,1096.02,0.26625,15.2550013,2.377
5,38.5,12.08,1078.94,0.24498,14.03632007,2.415
5,38.5,12.08,1078.94,0.26625,15.2550013,2.415
5,38.5,11.97,1088.52,0.16515,9.462397987,2.394
5,38.5,11.78,1105.66,0.26625,15.2550013,2.356
5,38.5,11.18,1164.64,0.17985,10.30464595,2.236
5,38.5,11.48,1133.81,0.17985,10.30464595,2.296
5,38.5,11.97,1087.36,0.16515,9.462397987,2.394
5,38.5,11.67,1115.26,0.17985,10.30464595,2.335
5,38.5,11.67,1115.26,0.17985,10.30464595,2.335
5,38.5,11.61,1121.26,0.09066,5.194435371,2.322
5,38.5,11.82,1100.84,0.09066,5.194435371,2.365
5,38.5,12.04,1080.91,0.08314,4.763571109,2.408
5,38.5,11.54,1127.13,0.08314,4.763571109,2.309
5,38.5,11.26,1154.81,0.09066,5.194435371,2.252
5,38.5,11.76,1105.65,0,0,2.352
5,38.5,12.02,1081.7,0,0,2.404
5,38.5,11.52,1128.71,0,0,2.304
5,38.5,11.76,1105.98,0,0,2.352
5,38.5,11.76,1106.34,0,0,2.352
5,38.5,11.52,1129.68,0,0,2.304
5,38.5,12.02,1083.44,0,0,2.404
5,38.5,12,1085.09,0,0,2.4
5,38.5,12,1085.09,0,0,2.4
5,38.5,11.5,1132.27,0,0,2.3
5,38.5,11.52,1129.68,0,0,2.304
5,38.5,11.05,1177.97,0.09066,5.194435371,2.209
5,38.5,11.26,1153.85,0.09066,5.194435371,2.252
5,38.5,11.52,1127.6,0.09066,5.194435371,2.304
5,38.5,11.02,1178.57,0,0,2.205
5,38.5,11.78,1102.6,0,0,2.356
5,38.5,11.28,1151.31,0,0,2.257
5,38.5,11.61,1119.01,0.09066,5.194435371,2.322
5,38.5,11.82,1098.63,0.08314,4.763571109,2.365
5,38.5,10.9,1191.55,0.1974,11.31018688,2.18
5,38.5,11.18,1161.72,0.17985,10.30464595,2.236
5,38.5,11.11,1169.48,0.17985,10.30464595,2.221
5,38.5,11.29,1150.31,0.17985,10.30464595,2.258
5,38.5,11.4,1139.14,0.26625,15.2550013,2.28
5,38.5,11.48,1131.2,0.17985,10.30464595,2.296
5,38.5,11.4,1139.19,0.26625,15.2550013,2.28
5,38.5,11.55,1124.33,0.26625,15.2550013,2.311
5,38.5,11.55,1124.45,0.34877,19.98304902,2.311
5,38.5,11.7,1109.97,0.34877,19.98304902,2.341
5,38.5,11.7,1109.9,0.34877,19.98304902,2.341
5,38.5,11.7,1109.84,0.34877,19.98304902,2.341
5,38.5,11.7,1109.84,0.34877,19.98304902,2.341
5,38.5,11.57,1123.18,0.34877,19.98304902,2.313
5,38.5,12.04,1079.4,0.32175,18.43491706,2.407
5,38.5,11.7,1109.9,0.34877,19.98304902,2.341
5,38.5,11.76,1104.42,0.34877,19.98304902,2.353
5,38.5,11.43,1136.28,0.46365,26.56518817,2.287
5,38.5,11.43,1136.28,0.46365,26.56518817,2.287
5,38.5,11.18,1162.12,0.46365,26.56518817,2.236
5,38.5,11.76,1104.42,0.34877,19.98304902,2.353
5,38.5,10.86,1196.53,0.5071,29.05468979,2.171
5,38.5,11.98,1084.16,0.46365,26.56518817,2.396
5,38.5,11.86,1094.8,0.49935,28.6106475,2.373
5,38.5,11.66,1113.75,0.54042,30.96378516,2.332
5,38.5,11.33,1146.34,0.54042,30.96378516,2.266
5,38.5,11.24,1155.61,0.588,33.68991835,2.248
5,38.5,11.67,1112.65,0.49935,28.6106475,2.335
5,38.5,11.67,1112.66,0.588,33.68991835,2.335
5,38.5,11.87,1094.33,0.61073,34.99225142,2.374
5,38.5,11.52,1127.33,0.54042,30.96378516,2.304
5,38.5,11.94,1087.88,0.61073,34.99225142,2.388
5,38.5,11.52,1127.3,0.61073,34.99225142,2.304
5,38.5,11.4,1139.14,0.66104,37.87480209,2.28
5,38.5,11.12,1168.4,0.54042,30.96378516,2.223
5,38.5,11.76,1104.17,0.61073,34.99225142,2.353
5,38.5,11.37,1142.45,0.71883,41.18592519,2.274
5,38.5,11.7,1110.14,0.66104,37.87480209,2.34
5,38.5,11.37,1142.47,0.71883,41.18592519,2.274
5,38.5,11.73,1107.29,0.71883,41.18592519,2.346
5,38.5,11.7,1110.22,0.7854,45.00010523,2.34
5,38.5,11.68,1112.31,0.72664,41.63340523,2.336
5,38.5,11.68,1112.31,0.72664,41.63340523,2.336
5,38.5,11.32,1146.97,0.7854,45.00010523,2.265
5,38.5,11.68,1112.31,0.84415,48.36623228,2.336
5,38.5,11.37,1142.49,0.90975,52.12483541,2.274
5,38.5,11.42,1137.49,0.85197,48.81428527,2.284
5,38.5,11.73,1107.27,0.84415,48.36623228,2.346
5,38.5,11.7,1110.31,0.7854,45.00010523,2.34
5,38.5,11.7,1110.16,0.84415,48.36623228,2.34
5,38.5,11.35,1144.68,0.90975,52.12483541,2.269
5,38.5,11.37,1142.47,0.90975,52.12483541,2.274
5,38.5,11.06,1174.08,0.98279,56.30971915,2.213
5,38.5,12.11,1072.17,0.84415,48.36623228,2.423
5,38.5,11.4,1139.14,0.90975,52.12483541,2.28
5,38.5,11.4,1139.14,0.90975,52.12483541,2.28
5,38.5,11.46,1133.68,0.96007,55.00795904,2.291
5,38.5,11.59,1120.96,1.03038,59.03642529,2.317
5,38.5,10.9,1191.83,1.03038,59.03642529,2.18
5,38.5,11.52,1127.29,0.96007,55.00795904,2.304
5,38.5,11.59,1120.96,0.96007,55.00795904,2.317
5,38.5,11.17,1162.34,0.90975,52.12483541,2.235
5,38.5,11.17,1162.34,0.90975,52.12483541,2.235
5,38.5,11.66,1113.73,1.03038,59.03642529,2.332
5,38.5,11.66,1113.73,1.03038,59.03642529,2.332
5,38.5,11.66,1113.73,1.03038,59.03642529,2.332
5,38.5,11.69,1110.72,1.03038,59.03642529,2.339
5,38.5,11.42,1137.21,1.03038,59.03642529,2.284
5,38.5,11.43,1136.65,0.98279,56.30971915,2.285
5,38.5,11.35,1144.3,0.98279,56.30971915,2.27
5,38.5,11.66,1113.74,1.03038,59.03642529,2.332
5,38.5,11.43,1136.65,1.10715,63.43502229,2.285
5,38.5,11.33,1146.34,1.10715,63.43502229,2.266
5,38.5,11.18,1161.71,1.10715,63.43502229,2.236
5,38.5,11.76,1104.58,1.07145,61.38956296,2.352
5,38.5,11.18,1161.7,1.10715,63.43502229,2.236
5,38.5,11.42,1137.21,1.10715,63.43502229,2.284
5,38.5,11.18,1161.71,1.10715,63.43502229,2.236
5,38.5,11.53,1126.85,1.10715,63.43502229,2.305
5,38.5,11.63,1116.65,1.14417,65.55611205,2.326
5,38.5,11.63,1116.67,1.10715,63.43502229,2.326
5,38.5,11.63,1116.67,1.10715,63.43502229,2.326
5,38.5,11.97,1085.19,1.14417,65.55611205,2.394
5,38.5,11.86,1094.82,1.14417,65.55611205,2.373
5,38.5,11.86,1094.82,1.14417,65.55611205,2.373
5,38.5,11.97,1085.19,1.14417,65.55611205,2.394
5,38.5,11.18,1161.75,1.10715,63.43502229,2.236
5,38.5,11.97,1085.19,1.14417,65.55611205,2.394
5,38.5,11.97,1085.19,1.14417,65.55611205,2.394
5,38.5,12.2,1064.55,1.14417,65.55611205,2.44
5,38.5,11.3,1149.09,1.19029,68.1985934,2.261
5,38.5,11.18,1161.72,1.10715,63.43502229,2.236
5,38.5,11.63,1116.65,1.14417,65.55611205,2.326
5,38.5,11.43,1135.92,1.19029,68.1985934,2.287
5,38.5,11.43,1135.92,1.19029,68.1985934,2.287
5,38.5,11.57,1123.02,1.14417,65.55611205,2.313
5,38.5,11.43,1135.89,1.10715,63.43502229,2.287
5,38.5,11.43,1136.68,1.14417,65.55611205,2.285
5,38.5,12.08,1074.96,1.14417,65.55611205,2.417
5,38.5,12.08,1074.96,1.14417,65.55611205,2.417
5,38.5,11.57,1123.04,1.14417,65.55611205,2.313
5,38.5,11.57,1123.04,1.14417,65.55611205,2.313
5,38.5,11.55,1124.11,1.22203,70.01716144,2.311
5,38.5,11.24,1155.87,1.22203,70.01716144,2.248
5,38.5,11.56,1124.04,1.30454,74.74463621,2.311
5,38.5,11.24,1155.87,1.22203,70.01716144,2.248
5,38.5,11.4,1139.86,1.30454,74.74463621,2.279
5,38.5,11.24,1155.91,1.30454,74.74463621,2.247
5,38.5,11.87,1094.74,1.22203,70.01716144,2.373
5,38.5,11.24,1155.96,1.27934,73.30078256,2.247
5,38.5,10.92,1189.42,1.27934,73.30078256,2.184
5,38.5,10.92,1189.42,1.27934,73.30078256,2.184
5,38.5,11.87,1094.78,1.24905,71.5652934,2.373
5,38.5,12.03,1079.72,1.32582,75.96389039,2.406
5,38.5,11.59,1120.98,1.32582,75.96389039,2.318
5,38.5,11.1,1170.05,1.32582,75.96389039,2.22
5,38.5,11.4,1139.39,1.30454,74.74463621,2.28
5,38.5,11.4,1139.39,1.30454,74.74463621,2.28
5,38.5,11.72,1108.91,1.27934,73.30078256,2.343
5,38.5,11.4,1139.46,1.30454,74.74463621,2.28
5,38.5,11.11,1169.8,1.30454,74.74463621,2.221
5,38.5,11.29,1150.64,1.39094,79.69499156,2.258
5,38.5,11.48,1131.5,1.40565,80.53781247,2.296
5,38.5,11.78,1102.95,1.32582,75.96389039,2.356
5,38.5,11.67,1112.99,1.40565,80.53781247,2.335
5,38.5,11.67,1112.99,1.39094,79.69499156,2.335
5,38.5,11.78,1102.88,1.30454,74.74463621,2.356
5,38.5,11.67,1112.99,1.39094,79.69499156,2.335
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.39,1140.35,1.39094,79.69499156,2.279
5,38.5,11.61,1119.2,1.40565,80.53781247,2.322
5,38.5,11.61,1119.2,1.40565,80.53781247,2.322
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,11.89,1092.84,1.40565,80.53781247,2.378
5,38.5,12.17,1067.93,1.40565,80.53781247,2.433
5,38.5,11.33,1146.87,1.48014,84.80577509,2.266
5,38.5,11.89,1092.76,1.39094,79.69499156,2.378
5,38.5,11.89,1092.76,1.48766,85.23663935,2.378
5,38.5,11.61,1119.13,1.48766,85.23663935,2.322
5,38.5,11.18,1161.89,1.39094,79.69499156,2.236
5,38.5,11.78,1102.81,1.39094,79.69499156,2.356
5,38.5,11.59,1120.98,1.32582,75.96389039,2.318
5,38.5,11.59,1120.93,1.30454,74.74463621,2.318
5,38.5,11.29,1150.41,1.39094,79.69499156,2.259
5,38.5,11.78,1102.81,1.32582,75.96389039,2.356
5,38.5,11.4,1139.39,1.30454,74.74463621,2.28
5,38.5,11.89,1093.01,1.32582,75.96389039,2.377
5,38.5,11.4,1139.39,1.30454,74.74463621,2.28
5,38.5,11.4,1139.39,1.30454,74.74463621,2.28
5,38.5,11.72,1108.51,1.32582,75.96389039,2.344
5,38.5,11.72,1108.51,1.32582,75.96389039,2.344
5,38.5,11.72,1108.51,1.30454,74.74463621,2.344
5,38.5,11.72,1108.51,1.32582,75.96389039,2.344
5,38.5,11.55,1124.45,1.30454,74.74463621,2.311
5,38.5,11.24,1156.04,1.22203,70.01716144,2.248
5,38.5,11.11,1169.76,1.10715,63.43502229,2.221
5,38.5,11.57,1123.31,1.22203,70.01716144,2.313
5,38.5,11.43,1136.19,1.10715,63.43502229,2.287
5,38.5,11.3,1149.37,1.19029,68.1985934,2.261
5,38.5,11.18,1161.95,1.10715,63.43502229,2.236
5,38.5,11.18,1161.95,1.10715,63.43502229,2.236
5,38.5,11.86,1095.01,1.07145,61.38956296,2.373
5,38.5,11.86,1095.01,1.07145,61.38956296,2.373
5,38.5,11.43,1137.01,1.03038,59.03642529,2.285
5,38.5,11.43,1137.08,1.0637,60.94552067,2.285
5,38.5,11.24,1155.86,0.98279,56.30971915,2.248
5,38.5,11.26,1153.44,1.03038,59.03642529,2.252
5,38.5,11.43,1136.89,1.0637,60.94552067,2.285
5,38.5,11.52,1127.33,0.98279,56.30971915,2.304
5,38.5,11.42,1136.97,0.96007,55.00795904,2.285
5,38.5,11.42,1137.49,0.85197,48.81428527,2.284
5,38.5,11.73,1107.27,0.84415,48.36623228,2.346
5,38.5,11.7,1110.14,0.84415,48.36623228,2.34
5,38.5,11.68,1112.25,0.84415,48.36623228,2.336
5,38.5,11.35,1144.68,0.84415,48.36623228,2.269
5,38.5,11.68,1112.28,0.72664,41.63340523,2.336
5,38.5,11.7,1110.16,0.72664,41.63340523,2.34
5,38.5,12.07,1075.83,0.72664,41.63340523,2.415
5,38.5,10.82,1200.81,0.588,33.68991835,2.163
5,38.5,11.52,1127.41,0.61073,34.99225142,2.304
5,38.5,11.52,1127.41,0.61073,34.99225142,2.304
5,38.5,11.52,1127.41,0.61073,34.99225142,2.304
5,38.5,11.6,1119.51,0.49935,28.6106475,2.321
5,38.5,11.24,1155.69,0.54042,30.96378516,2.248
5,38.5,11.59,1121.08,0.54042,30.96378516,2.317
5,38.5,11.68,1111.76,0.49935,28.6106475,2.337
5,38.5,11.66,1113.78,0.54042,30.96378516,2.332
5,38.5,11.08,1172.29,0.5071,29.05468979,2.216
5,38.5,11.33,1146.38,0.46365,26.56518817,2.266
5,38.5,11.66,1113.81,0.54042,30.96378516,2.332
5,38.5,11.76,1104.7,0.46365,26.56518817,2.352
5,38.5,11.53,1127,0.46365,26.56518817,2.305
5,38.5,11.63,1116.87,0.42663,24.44409841,2.326
5,38.5,11.43,1136.05,0.46365,26.56518817,2.287
5,38.5,11.76,1104.36,0.34877,19.98304902,2.353
5,38.5,11.3,1149.23,0.38051,21.80161706,2.261
5,38.5,11.3,1149.23,0.38051,21.80161706,2.261
5,38.5,11.57,1123.12,0.34877,19.98304902,2.313
5,38.5,11.57,1123.04,0.34877,19.98304902,2.313
5,38.5,11.7,1109.7,0.34877,19.98304902,2.341
5,38.5,11.89,1092.03,0.34877,19.98304902,2.379
5,38.5,11.7,1109.7,0.34877,19.98304902,2.341
5,38.5,11.24,1155.88,0.29146,16.6994279,2.247
5,38.5,11.4,1139.86,0.26625,15.2550013,2.279
5,38.5,11.4,1139.91,0.34877,19.98304902,2.279
5,38.5,11.4,1139.27,0.26625,15.2550013,2.28
5,38.5,11.59,1120.98,0.24498,14.03632007,2.318
5,38.5,11.12,1168.07,0.26625,15.2550013,2.224
5,38.5,10.94,1187.09,0.26625,15.2550013,2.189
5,38.5,11.78,1102.4,0.26625,15.2550013,2.357
5,38.5,12.03,1079.72,0.24498,14.03632007,2.406
5,38.5,11.78,1102.4,0.26625,15.2550013,2.357
5,38.5,11.4,1139.32,0.26625,15.2550013,2.28
5,38.5,11.59,1121.05,0.24498,14.03632007,2.318
5,38.5,11.77,1103.29,0.17985,10.30464595,2.355
5,38.5,11.48,1131.5,0.16515,9.462397987,2.296
5,38.5,11.48,1131.43,0.17985,10.30464595,2.296
5,38.5,11.82,1098.82,0.08314,4.763571109,2.365
5,38.5,11.61,1119.47,0.09066,5.194435371,2.321
5,38.5,11.61,1119.02,0.17985,10.30464595,2.322
5,38.5,11.35,1144.97,0.16515,9.462397987,2.27
5,38.5,11.11,1169.27,0.17985,10.30464595,2.223
5,38.5,11.18,1162.21,0.17985,10.30464595,2.236
5,38.5,11.52,1127.88,0.09066,5.194435371,2.304
5,38.5,11.05,1176.53,0.09066,5.194435371,2.209
5,38.5,12.04,1079.09,0.08314,4.763571109,2.408
5,38.5,11.78,1102.76,0.08314,4.763571109,2.356
5,38.5,11.28,1151.54,0.09066,5.194435371,2.257
5,38.5,12.04,1078.92,0.08314,4.763571109,2.408
5,38.5,12.04,1078.92,0.08314,4.763571109,2.408
5,38.5,11.76,1104.8,0.08314,4.763571109,2.352
5,38.5,11.76,1104.8,0.08314,4.763571109,2.352
5,38.5,12.02,1080.87,0.08314,4.763571109,2.404
5,38.5,11.78,1102.68,0.08314,4.763571109,2.356
5,38.5,11.78,1102.68,0.08314,4.763571109,2.356
5,38.5,12,1082.74,0,0,2.4
5,38.5,11.52,1127.6,0.09066,5.194435371,2.304
5,38.5,12,1082.59,0,0,2.4
5,38.5,12,1082.59,0,0,2.4
5,38.5,12,1082.59,0,0,2.4
5,38.5,12,1082.59,0,0,2.4
5,38.5,11.76,1104.64,0,0,2.352
5,38.5,11.76,1104.64,0,0,2.352
5,38.5,11.5,1129.66,0,0,2.3
5,38.5,11.52,1127.37,-0.09066,-5.194435371,2.305
5,38.5,11.52,1127.52,-0.09066,-5.194435371,2.304
5,38.5,11.52,1127.62,-0.08314,-4.763571109,2.304
5,38.5,11.5,1130.53,0,0,2.3
5,38.5,11,1182.08,0,0,2.2
5,38.5,11.26,1153.35,0,0,2.252
5,38.5,11.26,1153.35,0,0,2.252
5,38.5,10.5,1237,0,0,2.1
5,38.5,11.26,1153.47,0,0,2.252
5,38.5,12,1082.35,0,0,2.4
5,38.5,11.5,1129.42,0,0,2.3
5,38.5,11.76,1104.42,0.08314,4.763571109,2.352
5,38.5,11,1180.75,0,0,2.2
5,38.5,11.33,1147.05,0.09066,5.194435371,2.266
5,38.5,11.82,1098.59,0.08314,4.763571109,2.365
5,38.5,11.28,1151.21,0.08314,4.763571109,2.257
5,38.5,11.28,1151.21,0,0,2.257
5,38.5,11.28,1151.31,0,0,2.257
5,38.5,11.05,1176.09,0.09066,5.194435371,2.209
5,38.5,11.11,1169.27,0.09066,5.194435371,2.223
5,38.5,11.4,1139.15,0.26625,15.2550013,2.28
5,38.5,11.55,1124.21,0.34877,19.98304902,2.311
5,38.5,11.11,1169.48,0.29146,16.6994279,2.221
5,38.5,11.08,1172.31,0.26625,15.2550013,2.216
5,38.5,11.24,1155.84,0.26625,15.2550013,2.247
5,38.5,11.24,1155.84,0.34877,19.98304902,2.248
5,38.5,11.24,1155.84,0.34877,19.98304902,2.248
5,38.5,11.08,1172.35,0.34877,19.98304902,2.216
5,38.5,11.24,1155.81,0.38051,21.80161706,2.248
5,38.5,11.24,1155.8,0.38051,21.80161706,2.248
5,38.5,10.77,1205.93,0.38051,21.80161706,2.154
5,38.5,10.92,1189.25,0.38051,21.80161706,2.184
5,38.5,11.57,1123.18,0.42663,24.44409841,2.313
5,38.5,11.43,1136,0.38051,21.80161706,2.287
5,38.5,11.43,1135.95,0.42663,24.44409841,2.287
5,38.5,11.11,1169.52,0.34877,19.98304902,2.221
5,38.5,11.43,1135.92,0.38051,21.80161706,2.287
5,38.5,10.41,1248.28,0.5071,29.05468979,2.081
5,38.5,11.19,1160.34,0.46365,26.56518817,2.239
5,38.5,11.53,1126.83,0.46365,26.56518817,2.305
5,38.5,11.08,1172.27,0.54042,30.96378516,2.216
5,38.5,11.2,1159.39,0.54042,30.96378516,2.241
5,38.5,11.66,1113.81,0.54042,30.96378516,2.332
5,38.5,11.52,1127.33,0.61073,34.99225142,2.304
5,38.5,11.33,1146.38,0.588,33.68991835,2.266
5,38.5,11.24,1155.63,0.588,33.68991835,2.248
5,38.5,11.33,1146.38,0.588,33.68991835,2.266
5,38.5,11.52,1127.33,0.588,33.68991835,2.304
5,38.5,11.12,1168.44,0.54042,30.96378516,2.223
5,38.5,11.17,1162.42,0.588,33.68991835,2.235
5,38.5,10.82,1200.85,0.588,33.68991835,2.163
5,38.5,10.76,1207.48,0.66104,37.87480209,2.152
5,38.5,11.4,1139.39,0.66104,37.87480209,2.28
5,38.5,11.4,1139.39,0.66104,37.87480209,2.28
5,38.5,11.06,1174.64,0.71883,41.18592519,2.212
5,38.5,11.73,1107.66,0.72664,41.63340523,2.346
5,38.5,10.63,1222.27,0.71883,41.18592519,2.126
5,38.5,10.63,1222.37,0.71883,41.18592519,2.126
5,38.5,10.99,1182.03,0.7854,45.00010523,2.199
5,38.5,10.97,1184.4,0.85197,48.81428527,2.194
5,38.5,11.68,1112.93,0.84415,48.36623228,2.336
5,38.5,10.63,1222.6,0.85197,48.81428527,2.126
5,38.5,11.02,1179.79,0.90975,52.12483541,2.203
5,38.5,11.02,1179.79,0.90975,52.12483541,2.203
5,38.5,11.37,1143.17,0.90975,52.12483541,2.274
5,38.5,11.4,1139.87,0.90975,52.12483541,2.28
5,38.5,11.4,1139.87,0.90975,52.12483541,2.28
5,38.5,11.06,1174.81,0.90975,52.12483541,2.213
5,38.5,11.4,1139.87,0.90975,52.12483541,2.28
5,38.5,10.76,1207.99,0.90975,52.12483541,2.152
5,38.5,10.48,1239.86,0.98279,56.30971915,2.096
5,38.5,11.46,1134.52,0.96007,55.00795904,2.291
5,38.5,11.46,1134.52,0.90975,52.12483541,2.291
5,38.5,11.33,1147.47,1.03038,59.03642529,2.266
5,38.5,10.9,1193.01,1.0637,60.94552067,2.18
