= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
24-09-24
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [deg], Alpha [px/bit]
      5,      38.5,     16.77,    774.87,        3.37,          3.354
      5,      38.5,     16.30,    801.40,        3.58,          3.261
      5,      38.5,     16.14,    809.29,       10.62,          3.228
      5,      38.5,     16.12,    809.82,        7.13,          3.225
      5,      38.5,     16.49,    791.82,       10.01,          3.297
      5,      38.5,     16.09,    811.48,       10.62,          3.217
      5,      38.5,     16.49,    791.06,       14.04,          3.298
      5,      38.5,     16.20,    805.27,       14.04,          3.239
      5,      38.5,     16.01,    814.34,       14.93,          3.202
      5,      38.5,     15.35,    848.37,       14.93,          3.071
      5,      38.5,     16.46,    790.95,       17.35,          3.292
      5,      38.5,     16.14,    806.51,       17.35,          3.227
      5,      38.5,     16.13,    806.53,       20.56,          3.226
      5,      38.5,     15.84,    821.51,       21.80,          3.167
      5,      38.5,     16.16,    805.51,       21.80,          3.231
      5,      38.5,     16.68,    780.26,       23.63,          3.336
      5,      38.5,     15.77,    825.39,       25.02,          3.154
      5,      38.5,     16.23,    802.20,       25.02,          3.246
      5,      38.5,     15.77,    825.23,       26.57,          3.154
      5,      38.5,     15.89,    819.00,       28.07,          3.178
      5,      38.5,     16.47,    789.98,       32.74,          3.295
      5,      38.5,     15.45,    842.06,       31.61,          3.090
      5,      38.5,     16.39,    793.95,       28.07,          3.278
      5,      38.5,     16.64,    781.62,       32.74,          3.329
      5,      38.5,     15.96,    815.04,       29.75,          3.192
      5,      38.5,     15.76,    825.51,       36.87,          3.151
      5,      38.5,     15.71,    828.02,       36.87,          3.142
      5,      38.5,     16.03,    811.60,       42.51,          3.205
      5,      38.5,     15.98,    813.92,       39.81,          3.196
      5,      38.5,     16.28,    799.13,       42.51,          3.256
      5,      38.5,     16.65,    781.12,       42.51,          3.331
      5,      38.5,     15.96,    815.28,       42.51,          3.191
      5,      38.5,     16.28,    799.00,       42.51,          3.256
      5,      38.5,     15.60,    833.70,       47.73,          3.119
      5,      38.5,     16.29,    798.30,       42.71,          3.257
      5,      38.5,     16.35,    795.28,       52.43,          3.269
      5,      38.5,     15.96,    814.60,       52.43,          3.191
      5,      38.5,     15.62,    832.01,       50.20,          3.124
      5,      38.5,     16.06,    809.32,       52.43,          3.212
      5,      38.5,     16.01,    811.65,       52.43,          3.202
      5,      38.5,     16.40,    792.33,       52.43,          3.280
      5,      38.5,     16.40,    792.33,       52.43,          3.280
      5,      38.5,     16.01,    811.65,       52.43,          3.202
      5,      38.5,     15.71,    827.36,       52.43,          3.142
      5,      38.5,     16.36,    794.26,       49.77,          3.273
      5,      38.5,     15.98,    813.37,       50.20,          3.196
      5,      38.5,     15.68,    829.00,       45.00,          3.137
      5,      38.5,     15.24,    853.56,       42.27,          3.049
      5,      38.5,     16.11,    808.62,       34.70,          3.221
      5,      38.5,     16.11,    808.73,       37.57,          3.222
      5,      38.5,     15.76,    826.97,       34.70,          3.151
      5,      38.5,     15.13,    860.55,       36.87,          3.027
      5,      38.5,     16.16,    804.75,       30.96,          3.231
      5,      38.5,     16.23,    801.08,       29.75,          3.245
      5,      38.5,     16.00,    812.42,       26.57,          3.199
      5,      38.5,     15.65,    830.15,       26.57,          3.130
      5,      38.5,     16.00,    812.35,       25.02,          3.199
      5,      38.5,     15.57,    834.67,       23.20,          3.114
      5,      38.5,     15.81,    822.89,       18.44,          3.162
      5,      38.5,     16.46,    790.88,       14.04,          3.291
      5,      38.5,     16.32,    797.64,       14.04,          3.264
      5,      38.5,     15.90,    818.55,       10.62,          3.180
      5,      38.5,     15.80,    823.49,        7.13,          3.161
      5,      38.5,     16.01,    812.99,        6.71,          3.202
      5,      38.5,     15.99,    813.60,        7.13,          3.199
      5,      38.5,     15.63,    832.37,        7.59,          3.126
      5,      38.5,     16.12,    806.52,        7.13,          3.225
      5,      38.5,     16.12,    806.52,        7.13,          3.225
      5,      38.5,     15.92,    817.25,        7.59,          3.183
      5,      38.5,     15.58,    834.81,        7.59,          3.116
      5,      38.5,     15.82,    822.08,        7.59,          3.164
      5,      38.5,     15.58,    834.95,        7.13,          3.116
      5,      38.5,     15.79,    824.92,        0.00,          3.158
      5,      38.5,     15.28,    853.01,        3.58,          3.055
      5,      38.5,     15.53,    839.30,        3.58,          3.106
      5,      38.5,     15.03,    867.15,        3.81,          3.007
      5,      38.5,     15.05,    866.19,        7.59,          3.010
      5,      38.5,     15.05,    865.98,        7.59,          3.010
      5,      38.5,     15.31,    851.00,        3.81,          3.062
      5,      38.5,     15.08,    863.29,        7.59,          3.017
      5,      38.5,     15.21,    855.63,       11.31,          3.043
      5,      38.5,     15.22,    855.45,        7.13,          3.043
      5,      38.5,     14.64,    887.58,       13.00,          2.928
      5,      38.5,     15.04,    863.76,       14.93,          3.008
      5,      38.5,     14.56,    892.35,       21.04,          2.911
      5,      38.5,     14.59,    890.46,       24.78,          2.917
      5,      38.5,     13.99,    928.79,       30.26,          2.798
      5,      38.5,     15.29,    850.13,       33.69,          3.058
      5,      38.5,     15.26,    851.52,       31.61,          3.053
      5,      38.5,     14.42,    901.46,       33.69,          2.884
      5,      38.5,     13.91,    934.31,       39.29,          2.783
      5,      38.5,     14.92,    870.89,       42.27,          2.985
      5,      38.5,     14.87,    874.15,       42.27,          2.973
      5,      38.5,     14.55,    893.36,       47.73,          2.909
      5,      38.5,     14.19,    916.13,       48.01,          2.837
      5,      38.5,     14.22,    913.73,       48.01,          2.844
      5,      38.5,     14.31,    908.27,       53.97,          2.862
      5,      38.5,     14.01,    927.64,       53.97,          2.802
      5,      38.5,     14.77,    879.63,       55.31,          2.955
      5,      38.5,     14.78,    879.49,       56.31,          2.955
      5,      38.5,     15.19,    855.47,       58.39,          3.038
      5,      38.5,     13.74,    945.80,       56.31,          2.748
      5,      38.5,     14.67,    885.65,       61.70,          2.934
      5,      38.5,     14.59,    890.85,       61.70,          2.917
      5,      38.5,     14.43,    900.17,       61.70,          2.887
      5,      38.5,     15.06,    862.88,       56.31,          3.011
      5,      38.5,     15.54,    835.97,       55.31,          3.108
      5,      38.5,     14.45,    899.04,       53.13,          2.889
      5,      38.5,     14.72,    882.57,       53.97,          2.943
      5,      38.5,     14.66,    886.06,       53.13,          2.932
      5,      38.5,     14.26,    911.04,       53.13,          2.851
      5,      38.5,     14.87,    873.75,       47.73,          2.973
      5,      38.5,     13.83,    939.03,       50.71,          2.767
      5,      38.5,     14.17,    916.79,       48.01,          2.834
      5,      38.5,     14.54,    893.32,       42.27,          2.908
      5,      38.5,     14.97,    867.51,       42.27,          2.995
      5,      38.5,     14.97,    867.51,       42.27,          2.995
      5,      38.5,     14.31,    907.73,       39.29,          2.862
      5,      38.5,     15.41,    843.14,       34.70,          3.081
      5,      38.5,     14.44,    899.55,       36.03,          2.888
      5,      38.5,     14.59,    890.47,       28.30,          2.917
      5,      38.5,     14.67,    885.30,       31.61,          2.934
      5,      38.5,     14.55,    893.00,       30.26,          2.909
      5,      38.5,     15.00,    866.02,       23.20,          3.000
      5,      38.5,     14.13,    919.60,       24.78,          2.825
      5,      38.5,     14.45,    899.10,       23.20,          2.890
      5,      38.5,     13.93,    932.76,       21.04,          2.786
      5,      38.5,     14.24,    912.41,       21.04,          2.848
      5,      38.5,     14.56,    892.29,       15.95,          2.912
      5,      38.5,     14.56,    892.29,       15.95,          2.912
      5,      38.5,     15.23,    853.14,       14.93,          3.045
      5,      38.5,     14.32,    907.24,       12.10,          2.864
      5,      38.5,     14.82,    876.25,       11.31,          2.965
      5,      38.5,     14.34,    906.10,       15.95,          2.867
      5,      38.5,     14.93,    870.23,        8.13,          2.985
      5,      38.5,     14.43,    899.92,        8.13,          2.887
      5,      38.5,     14.59,    890.52,        8.13,          2.917
      5,      38.5,     14.36,    904.34,        8.13,          2.873
      5,      38.5,     14.72,    882.27,       12.10,          2.944
      5,      38.5,     13.59,    955.58,        8.13,          2.718
      5,      38.5,     14.53,    893.62,        3.81,          2.907
      5,      38.5,     14.31,    907.53,        8.13,          2.862
      5,      38.5,     14.05,    924.27,        3.81,          2.811
      5,      38.5,     13.54,    959.57,        4.40,          2.707
      5,      38.5,     14.52,    894.87,        0.00,          2.903
      5,      38.5,     13.52,    961.12,        4.09,          2.704
      5,      38.5,     14.02,    926.88,        0.00,          2.804
      5,      38.5,     14.26,    911.14,        0.00,          2.852
      5,      38.5,     14.02,    926.88,        0.00,          2.804
      5,      38.5,     14.28,    910.19,        4.09,          2.855
      5,      38.5,     13.50,    962.70,        0.00,          2.700
      5,      38.5,     13.76,    944.80,        0.00,          2.752
      5,      38.5,     14.26,    911.91,        0.00,          2.852
      5,      38.5,     14.52,    895.95,        3.81,          2.903
      5,      38.5,     14.28,    911.23,        4.09,          2.855
      5,      38.5,     14.00,    929.05,        0.00,          2.800
      5,      38.5,     14.05,    925.68,        4.09,          2.810
      5,      38.5,     14.34,    906.07,       11.31,          2.867
      5,      38.5,     14.13,    918.98,       12.10,          2.827
      5,      38.5,     13.93,    933.00,       21.04,          2.786
      5,      38.5,     14.26,    911.29,       21.04,          2.852
      5,      38.5,     13.79,    942.42,       22.62,          2.759
      5,      38.5,     13.58,    959.39,       28.61,          2.716
      5,      38.5,     14.42,    903.24,       33.69,          2.884
      5,      38.5,     13.05,    998.05,       28.61,          2.610
      5,      38.5,     14.10,    923.35,       31.61,          2.820
      5,      38.5,     13.74,    947.77,       32.47,          2.748
      5,      38.5,     14.01,    929.49,       33.69,          2.802
      5,      38.5,     13.04,    998.67,       32.47,          2.608
      5,      38.5,     12.70,   1024.22,       28.61,          2.541
      5,      38.5,     13.74,    946.88,       33.69,          2.748
      5,      38.5,     13.47,    966.09,       32.47,          2.693
      5,      38.5,     13.04,    996.78,       32.47,          2.608
      5,      38.5,     13.68,    949.90,       30.26,          2.736
      5,      38.5,     12.86,   1010.89,       34.99,          2.571
      5,      38.5,     14.17,    918.82,       48.01,          2.834
      5,      38.5,     13.48,    965.65,       50.71,          2.696
      5,      38.5,     12.78,   1018.15,       51.34,          2.555
      5,      38.5,     12.91,   1007.09,       57.53,          2.583
      5,      38.5,     13.56,    959.23,       51.34,          2.711
      5,      38.5,     13.91,    934.55,       51.34,          2.783
      5,      38.5,     13.52,    961.86,       50.71,          2.704
      5,      38.5,     13.60,    955.99,       53.97,          2.720
      5,      38.5,     13.60,    955.99,       53.97,          2.720
      5,      38.5,     13.67,    951.48,       56.31,          2.733
      5,      38.5,     13.60,    955.99,       53.97,          2.720
      5,      38.5,     13.26,    979.58,       51.34,          2.652
      5,      38.5,     13.67,    950.62,       53.97,          2.733
      5,      38.5,     13.39,    970.07,       57.53,          2.679
      5,      38.5,     13.74,    945.65,       53.97,          2.748
      5,      38.5,     13.74,    945.65,       56.31,          2.748
      5,      38.5,     13.81,    940.67,       56.31,          2.762
      5,      38.5,     13.48,    963.48,       56.31,          2.697
      5,      38.5,     13.22,    982.80,       59.75,          2.644
      5,      38.5,     13.42,    968.43,       63.44,          2.683
      5,      38.5,     12.87,   1009.17,       67.38,          2.575
      5,      38.5,     13.54,    959.84,       65.23,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.54,    959.84,       63.44,          2.708
      5,      38.5,     13.87,    937.03,       65.23,          2.773
      5,      38.5,     13.54,    959.84,       65.23,          2.708
      5,      38.5,     13.42,    968.51,       63.44,          2.683
      5,      38.5,     13.44,    967.09,       65.23,          2.687
      5,      38.5,     13.31,    975.89,       63.44,          2.663
      5,      38.5,     13.76,    944.20,       63.44,          2.752
      5,      38.5,     13.48,    963.48,       56.31,          2.697
      5,      38.5,     13.74,    945.65,       53.97,          2.748
      5,      38.5,     12.62,   1029.20,       57.53,          2.524
      5,      38.5,     13.04,    996.37,       57.53,          2.608
      5,      38.5,     13.26,    979.52,       53.97,          2.652
      5,      38.5,     13.52,    960.93,       51.34,          2.704
      5,      38.5,     13.48,    963.52,       48.01,          2.696
      5,      38.5,     14.19,    915.59,       39.29,          2.837
      5,      38.5,     13.67,    951.25,       21.04,          2.733
      5,      38.5,     12.84,   1012.31,       19.98,          2.569
      5,      38.5,     13.60,    956.27,       17.10,          2.720
      5,      38.5,     12.20,   1066.71,       14.04,          2.439
      5,      38.5,     12.99,   1002.16,       14.04,          2.598
      5,      38.5,     13.30,    979.35,       13.00,          2.660
      5,      38.5,     12.95,   1004.64,        8.75,          2.591
      5,      38.5,     12.66,   1027.98,        8.75,          2.532
      5,      38.5,     12.60,   1036.38,        8.75,          2.520
      5,      38.5,     12.82,   1019.05,        4.40,          2.564
      5,      38.5,     11.54,   1131.55,        4.76,          2.309
      5,      38.5,     12.04,   1084.40,        4.76,          2.408
      5,      38.5,     12.76,   1018.93,        4.40,          2.552
      5,      38.5,     12.28,   1058.55,        4.76,          2.456
      5,      38.5,     11.52,   1128.55,        0.00,          2.304
      5,      38.5,     12.28,   1058.83,        0.00,          2.456
      5,      38.5,     12.78,   1017.47,        4.76,          2.556
      5,      38.5,     12.56,   1035.21,        9.46,          2.512
      5,      38.5,     12.04,   1079.98,        4.76,          2.408
      5,      38.5,     12.32,   1055.27,        9.46,          2.464
      5,      38.5,     12.10,   1074.15,        9.46,          2.421
      5,      38.5,     12.46,   1042.41,        9.46,          2.493
      5,      38.5,     12.76,   1018.32,       13.00,          2.551
      5,      38.5,     12.46,   1042.23,        9.46,          2.493
      5,      38.5,     11.97,   1085.13,       14.04,          2.394
      5,      38.5,     11.97,   1085.13,       14.04,          2.394
      5,      38.5,     11.97,   1085.09,        9.46,          2.394
      5,      38.5,     12.57,   1033.57,        8.75,          2.513
      5,      38.5,     12.53,   1038.22,       28.61,          2.506
      5,      38.5,     12.53,   1038.58,       28.61,          2.506
      5,      38.5,     13.06,    997.00,       30.26,          2.612
      5,      38.5,     12.02,   1084.20,       28.61,          2.403
      5,      38.5,     12.36,   1054.51,       28.61,          2.472
      5,      38.5,     12.81,   1017.95,       38.66,          2.561
      5,      38.5,     12.07,   1077.19,       37.88,          2.415
      5,      38.5,     11.76,   1105.12,       55.01,          2.353
      5,      38.5,     12.42,   1046.32,       51.34,          2.485
      5,      38.5,     12.51,   1039.55,       51.34,          2.501
      5,      38.5,     12.81,   1015.21,       51.34,          2.561
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.16,   1069.58,       51.34,          2.431
      5,      38.5,     12.62,   1029.99,       57.53,          2.524
      5,      38.5,     12.62,   1029.99,       57.53,          2.524
      5,      38.5,     12.28,   1058.86,       55.01,          2.456
      5,      38.5,     12.62,   1029.99,       57.53,          2.524
      5,      38.5,     12.62,   1029.99,       57.53,          2.524
      5,      38.5,     12.62,   1029.99,       57.53,          2.524
      5,      38.5,     12.16,   1069.58,       51.34,          2.431
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.22,   1063.91,       52.13,          2.444
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.29,   1057.50,       52.13,          2.459
      5,      38.5,     11.66,   1114.83,       59.04,          2.332
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.16,   1069.58,       51.34,          2.431
      5,      38.5,     12.28,   1058.86,       55.01,          2.456
      5,      38.5,     12.36,   1051.93,       57.53,          2.472
      5,      38.5,     12.36,   1051.93,       57.53,          2.472
      5,      38.5,     12.36,   1051.93,       57.53,          2.472
      5,      38.5,     12.35,   1052.71,       57.53,          2.470
      5,      38.5,     12.02,   1082.21,       59.04,          2.403
      5,      38.5,     12.02,   1082.21,       59.04,          2.403
      5,      38.5,     12.44,   1045.24,       61.39,          2.488
      5,      38.5,     12.53,   1037.60,       61.39,          2.506
      5,      38.5,     12.55,   1035.95,       63.44,          2.510
      5,      38.5,     12.55,   1035.95,       63.44,          2.510
      5,      38.5,     12.44,   1045.24,       61.39,          2.488
      5,      38.5,     12.31,   1056.28,       63.44,          2.462
      5,      38.5,     12.31,   1056.19,       65.56,          2.462
      5,      38.5,     11.63,   1117.88,       63.44,          2.326
      5,      38.5,     12.54,   1036.80,       63.44,          2.508
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.42,   1046.59,       65.56,          2.485
      5,      38.5,     12.42,   1046.59,       65.56,          2.485
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.76,   1019.24,       67.38,          2.551
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.54,   1036.80,       63.44,          2.508
      5,      38.5,     12.53,   1037.60,       61.39,          2.506
      5,      38.5,     12.64,   1028.72,       65.56,          2.528
      5,      38.5,     12.31,   1056.19,       65.56,          2.462
      5,      38.5,     12.42,   1046.59,       65.56,          2.485
      5,      38.5,     12.53,   1037.60,       61.39,          2.506
      5,      38.5,     12.55,   1035.95,       63.44,          2.510
      5,      38.5,     12.55,   1035.95,       63.44,          2.510
      5,      38.5,     12.53,   1037.60,       61.39,          2.506
      5,      38.5,     12.10,   1074.83,       59.04,          2.419
      5,      38.5,     12.35,   1052.71,       57.53,          2.470
      5,      38.5,     12.36,   1051.93,       57.53,          2.472
      5,      38.5,     12.36,   1051.93,       55.01,          2.472
      5,      38.5,     12.56,   1034.95,       53.97,          2.512
      5,      38.5,     12.56,   1034.75,       55.01,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.56,   1034.62,       51.34,          2.513
      5,      38.5,     12.42,   1046.32,       51.34,          2.485
      5,      38.5,     12.42,   1046.32,       51.34,          2.485
      5,      38.5,     12.39,   1048.85,       51.34,          2.479
      5,      38.5,     12.40,   1047.85,       45.00,          2.481
      5,      38.5,     12.40,   1047.85,       41.63,          2.481
      5,      38.5,     12.40,   1047.73,       41.63,          2.481
      5,      38.5,     11.40,   1139.55,       37.88,          2.280
      5,      38.5,     11.80,   1100.70,       37.88,          2.361
      5,      38.5,     12.21,   1064.42,       34.99,          2.441
      5,      38.5,     12.21,   1064.42,       34.99,          2.441
      5,      38.5,     12.21,   1064.42,       34.99,          2.441
      5,      38.5,     11.87,   1094.67,       34.99,          2.374
      5,      38.5,     12.23,   1062.63,       30.96,          2.445
      5,      38.5,     12.56,   1034.10,       34.99,          2.513
      5,      38.5,     12.21,   1064.42,       34.99,          2.441
      5,      38.5,     12.37,   1050.50,       34.99,          2.474
      5,      38.5,     12.46,   1042.73,       34.99,          2.492
      5,      38.5,     12.70,   1022.79,       32.47,          2.541
      5,      38.5,     12.70,   1022.79,       32.47,          2.541
      5,      38.5,     12.62,   1029.34,       32.47,          2.524
      5,      38.5,     12.53,   1036.94,       28.61,          2.506
      5,      38.5,     12.53,   1036.94,       28.61,          2.506
      5,      38.5,     12.53,   1036.94,       28.61,          2.506
      5,      38.5,     11.66,   1114.13,       30.96,          2.332
      5,      38.5,     12.20,   1065.24,       30.96,          2.439
      5,      38.5,     12.44,   1044.44,       28.61,          2.488
      5,      38.5,     12.53,   1036.87,       28.61,          2.506
      5,      38.5,     12.64,   1027.85,       28.61,          2.528
      5,      38.5,     12.76,   1018.38,       24.44,          2.551
      5,      38.5,     12.42,   1045.71,       24.44,          2.485
      5,      38.5,     12.76,   1018.38,       24.44,          2.551
      5,      38.5,     12.42,   1045.58,       28.61,          2.485
      5,      38.5,     12.42,   1045.49,       22.62,          2.485
      5,      38.5,     12.42,   1045.49,       22.62,          2.485
      5,      38.5,     12.18,   1066.75,       19.98,          2.435
      5,      38.5,     12.83,   1012.77,       19.98,          2.565
      5,      38.5,     12.68,   1024.23,       22.62,          2.537
      5,      38.5,     12.50,   1039.16,       19.98,          2.500
      5,      38.5,     11.70,   1109.78,       19.98,          2.341
      5,      38.5,     12.50,   1039.07,       18.44,          2.500
      5,      38.5,     12.18,   1066.70,       18.44,          2.435
      5,      38.5,     11.87,   1094.71,       15.26,          2.373
      5,      38.5,     12.34,   1052.31,       14.04,          2.469
      5,      38.5,     12.65,   1026.85,       18.44,          2.530
      5,      38.5,     12.65,   1026.85,       18.44,          2.530
      5,      38.5,     13.13,    989.58,       17.10,          2.625
      5,      38.5,     12.68,   1024.14,       14.04,          2.536
      5,      38.5,     12.51,   1038.15,       19.98,          2.502
      5,      38.5,     12.39,   1048.33,       18.44,          2.478
      5,      38.5,     12.20,   1064.84,       18.44,          2.439
      5,      38.5,     12.03,   1079.55,       18.44,          2.406
      5,      38.5,     12.03,   1079.55,       18.44,          2.406
      5,      38.5,     11.89,   1092.78,       15.26,          2.377
      5,      38.5,     12.68,   1024.12,       13.00,          2.536
      5,      38.5,     12.37,   1050.04,       14.04,          2.474
      5,      38.5,     12.37,   1050.04,       14.04,          2.474
      5,      38.5,     12.56,   1033.98,        9.46,          2.512
      5,      38.5,     13.05,    995.16,        8.75,          2.610
      5,      38.5,     12.56,   1033.99,       13.00,          2.512
      5,      38.5,     11.28,   1156.29,        0.00,          2.257
      5,      38.5,     12.28,   1062.69,        4.40,          2.456
      5,      38.5,     12.28,   1062.69,        4.40,          2.456
      5,      38.5,     12.28,   1062.69,        4.40,          2.456
      5,      38.5,     12.28,   1062.69,        4.40,          2.456
      5,      38.5,     12.28,   1062.69,        4.40,          2.456
      5,      38.5,     12.56,   1038.97,        4.09,          2.512
      5,      38.5,     12.28,   1062.39,        4.76,          2.456
      5,      38.5,     11.52,   1132.34,        0.00,          2.304
      5,      38.5,     12.02,   1084.75,        0.00,          2.404
      5,      38.5,     12.52,   1041.23,        4.40,          2.504
      5,      38.5,     11.76,   1107.68,        0.00,          2.352
      5,      38.5,     12.26,   1062.27,        0.00,          2.452
      5,      38.5,     12.28,   1060.54,        0.00,          2.456
      5,      38.5,     12.76,   1020.49,        0.00,          2.552
      5,      38.5,     12.52,   1039.60,        4.40,          2.504
      5,      38.5,     12.54,   1037.75,        4.76,          2.508
      5,      38.5,     12.78,   1018.11,        4.40,          2.556
      5,      38.5,     12.52,   1039.04,        4.40,          2.504
      5,      38.5,     11.54,   1126.94,        5.19,          2.309
      5,      38.5,     12.54,   1037.56,        4.76,          2.508
      5,      38.5,     12.28,   1059.50,        4.40,          2.456
      5,      38.5,     11.54,   1127.13,        4.76,          2.309
      5,      38.5,     12.32,   1056.13,        8.75,          2.464
      5,      38.5,     12.04,   1080.70,        4.76,          2.408
      5,      38.5,     12.78,   1018.11,        0.00,          2.556
      5,      38.5,     11.78,   1104.11,        5.19,          2.356
      5,      38.5,     12.02,   1081.85,        4.76,          2.404
      5,      38.5,     12.26,   1060.56,        0.00,          2.452
      5,      38.5,     12.28,   1058.69,        4.40,          2.456
      5,      38.5,     12.02,   1081.54,        4.40,          2.404
      5,      38.5,     11.28,   1152.26,        5.19,          2.257
      5,      38.5,     12.28,   1058.83,        4.76,          2.456
      5,      38.5,     12.54,   1036.91,        4.40,          2.508
      5,      38.5,     12.28,   1058.98,        0.00,          2.456
      5,      38.5,     12.02,   1081.84,        5.19,          2.404
      5,      38.5,     12.26,   1060.87,        0.00,          2.452
      5,      38.5,     12.26,   1060.87,        4.76,          2.452
      5,      38.5,     12.02,   1082.01,        4.40,          2.404
      5,      38.5,     12.04,   1079.98,        4.76,          2.408
      5,      38.5,     11.78,   1103.77,        4.76,          2.356
      5,      38.5,     12.00,   1083.57,        0.00,          2.400
      5,      38.5,     11.76,   1105.65,        0.00,          2.352
      5,      38.5,     11.05,   1176.91,        5.19,          2.209
      5,      38.5,     11.76,   1105.36,        0.00,          2.352
      5,      38.5,     12.02,   1081.28,        0.00,          2.404
      5,      38.5,     11.76,   1105.10,        0.00,          2.352
      5,      38.5,     12.04,   1079.42,        4.76,          2.408
      5,      38.5,     12.04,   1079.54,        4.76,          2.408
      5,      38.5,     11.78,   1103.61,        4.76,          2.356
      5,      38.5,     11.28,   1152.59,        4.76,          2.257
      5,      38.5,     11.28,   1152.59,        4.76,          2.257
      5,      38.5,     11.28,   1152.59,        5.19,          2.257
      5,      38.5,     10.90,   1192.98,       11.31,          2.180
      5,      38.5,     11.33,   1147.83,        4.76,          2.266
      5,      38.5,     11.61,   1120.14,        9.46,          2.322
      5,      38.5,     11.39,   1141.31,        5.19,          2.279
      5,      38.5,     10.99,   1182.98,       10.31,          2.198
      5,      38.5,     11.78,   1103.23,        9.46,          2.356
      5,      38.5,     11.29,   1150.72,       15.26,          2.258
      5,      38.5,     11.55,   1124.23,       19.98,          2.311
      5,      38.5,     11.40,   1139.79,       19.98,          2.279
      5,      38.5,     11.40,   1139.14,       15.26,          2.280
      5,      38.5,     10.77,   1205.93,       21.80,          2.154
      5,      38.5,     11.24,   1155.79,       21.80,          2.248
      5,      38.5,     11.40,   1139.78,       21.80,          2.279
      5,      38.5,     11.24,   1155.79,       19.98,          2.248
      5,      38.5,     10.92,   1189.25,       19.98,          2.184
      5,      38.5,     11.24,   1155.79,       19.98,          2.248
      5,      38.5,     10.92,   1189.25,       19.98,          2.184
      5,      38.5,     10.77,   1205.93,       21.80,          2.154
      5,      38.5,     11.57,   1123.00,       19.98,          2.313
      5,      38.5,     11.57,   1123.00,       19.98,          2.313
      5,      38.5,     11.57,   1123.00,       19.98,          2.313
      5,      38.5,     11.70,   1109.67,       19.98,          2.341
      5,      38.5,     10.86,   1196.34,       26.57,          2.171
      5,      38.5,     11.43,   1135.87,       21.80,          2.287
      5,      38.5,     10.86,   1196.34,       26.57,          2.171
      5,      38.5,     11.63,   1116.63,       24.44,          2.326
      5,      38.5,     10.86,   1196.34,       29.06,          2.171
      5,      38.5,     11.08,   1172.28,       26.57,          2.216
      5,      38.5,     11.24,   1155.63,       30.96,          2.248
      5,      38.5,     10.90,   1191.85,       33.69,          2.180
      5,      38.5,     10.90,   1191.85,       33.69,          2.180
      5,      38.5,     11.24,   1155.63,       33.69,          2.248
      5,      38.5,     11.46,   1133.73,       37.88,          2.291
      5,      38.5,     11.40,   1139.22,       37.88,          2.280
      5,      38.5,     10.76,   1207.31,       33.69,          2.152
      5,      38.5,     10.82,   1200.85,       33.69,          2.163
      5,      38.5,     11.40,   1139.27,       37.88,          2.280
      5,      38.5,     11.72,   1108.18,       41.63,          2.344
      5,      38.5,     11.72,   1108.18,       41.63,          2.344
      5,      38.5,     11.72,   1108.18,       41.63,          2.344
      5,      38.5,     11.72,   1108.18,       41.63,          2.344
      5,      38.5,     11.70,   1110.26,       45.00,          2.340
      5,      38.5,     11.70,   1110.31,       41.63,          2.340
      5,      38.5,     11.68,   1112.47,       48.37,          2.336
      5,      38.5,     11.35,   1144.91,       52.13,          2.269
